EMAIL,HREF,FAILMSG,CONAME,DATE_SCRAPED,TEL,BIZADD 
info@hurixs.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35817&sid=207B1C1CE9FF69929DACA009E6B91629,,JIN BIN (M) PHARMACEUTICAL GROUP SDN BHD,'2017-08-02,04 - 7725088,"623, KAWASAN PERUSAHAAN TANDOP BARU   05400 KEDAH"
hooiwk@kkgroup.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46570&sid=EBA859E3B5B7503B97A7711ABB1EBB33,,KK SUPERMART & SUPERSTORE SDN BHD,'2017-08-02,03 - 90573308,"WISMA KK, 33 & 35 JALAN 3/125D, DESA PETALING  57100 KUALA LUMPUR"
zericokyc@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11356&sid=2B14A0F228278FC4E78719E39C0AF4D2,,ZERICO SDN BHD,'2017-08-02,03 - 78483917,"23, JLN SURIA W U5/W SEKSYEN U5 SHAH ALAM 40150 SELANGOR"
amardabdul696@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44551&sid=2980792033DDBD5294C8FE546A547E6D,,SUREWAYS RESOURCES SDN BHD,'2017-08-02,03 - 40237131,"1-4-26, JALAN 1/50 OFF JALAN GOMBAK DIOMOND SQUARE COMMERCIAL CENTRE 53000 KUALA LUMPUR"
bc@jefi.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46680&sid=BFECF1F61CD0823E73CCA016904C6DB9,,JEFI MARKETING SDN BHD,'2017-08-02,04 - 5880004,"1760, PERMATNAG TINGGI SIMPANG AMPAT  14100 PULAU PINANG"
tmk@zhulian.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11195&sid=725539E6777F6D0A5027AAB7D02FAF6D,,ZHULIAN INDUSTRIES SDN BHD,'2017-08-02,04 - 6162828,"PLOT 3 BAYAN LEPAS FREE INDUSTRIAL ZONE PHASE IV, BAYAN LEPAS 11900 PULAU PINANG"
soma@kianjoocan.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13838&sid=93B1D1C5705D50F4BBF26FE77A3A727A,,KIAN JOO CANPACK SDN BHD,'2017-08-02,06 - 7998899,"107, JALAN PERMATA 1 KAW INDUSTRI ARAB-MALAYSIAN NILAI 71800 NEGERI SEMBILAN"
inflowabdul67@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7726&sid=B8AAC3C6432E55475DD7E4AA16C18325,,INFLOW TRADING & MARKETING,'2017-08-02,05 - 5337728,"C4, KAW INDUSTRI MARA 7 1/2 MILE, JALAN TAMBUN ULU KINTA 31150 PERAK"
kpkb@streamyx.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12992&sid=79E4AFF50E31A0C4CB840B6342183BF1,,MURNI MARKETING SDN BHD,'2017-08-02,09 - 7461871,"LOT 1810, BANGUNAN KPKB JALAN BAYAN KOTA BHARU 15200 KELANTAN"
info@norakay.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8560&sid=F2FC47FFE931839C85B4F3ABEF9B4EDC,,NK LABORATORIES SDN BHD,'2017-08-02,03 - 56311711,"25&27 TINGKAT SATU, WISMA DICOR JALAN SS 17/1A SUBANG JAYA 47500 SELANGOR"
enquiry@myhoneymoon.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43534&sid=A82AFADDB33A6AF91B01133DA2C4CE81,,MY HONEYMOON DESSERT SDN BHD,'2017-08-02,03 - 62525337,"141-2, JALAN RIMBUNAN RAYA 1 LAMAN RIMBUNAN KEPONG  52100 KUALA LUMPUR"
dadfaa@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43081&sid=17CCE0949AAE023D9E9342E857AB1451,,DADFAA BERKAT ENTERPRISE,'2017-08-02,07 - 4559008,"15-16, BLOCK C, KOMPLEKS KILANG SME BANK JALAN WAWASAN UTAMA, KAWASAN PERINDUSTRIAN SRI GADING 2 SRI GADING 83000 JOHOR"
ipmsmbe@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15962&sid=620AF2FD4BBCDB118ACD1D3C5AD1DFE4,,MBE MANUFACTURING (M) SDN BHD,'2017-08-02,03 - 55133933,"3E, 5TH FLOOR, BLOCK 2, WORLDWIDE BUSINESS PARK JALAN TINJU 13/50, SECTION 13 SHAH ALAM 40675 SELANGOR"
ghadzali@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5321&sid=7C242FC14A12608BB44C30FADCC7470E,,ARJI ENTERPRISE IMPORT EXPORT AGENT,'2017-08-02,03 - 87375292,"29, JALAN IMPIAN GEMILANG 1/7 SAUJANA IMPIAN KAJANG 43000 SELANGOR"
hkkenwin@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14245&sid=FE67934828097E240D47BAA012A4D65A,,UPRISE CENTRAL SDN BHD,'2017-08-02,04 - 6263517,"133, TINGKAT BATU MAUNG, BATU MAUNG BAYAN LEPAS SEBERANG PRAI 11960 PULAU PINANG"
mohan@gbaglobal.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11728&sid=535D2D5E7CCEB1059DA66BD7510D55B0,,GBA CORPORATION SDN BHD,'2017-08-02,03 - 56369863,"6, JALAN SS 13/4 SECTION 13, SUBANG JAYA INDUSTRIAL ESTATE PETALING JAYA 47500 SELANGOR"
admine@sti.org.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43970&sid=779A3A9899CA2930C2ABB4E73664EB47,,SECURE TECHNOLOGY SALES & SERVICES SDN BHD,'2017-08-02,03 - 83195568,"SUITE 1-3, BLOCK 4801, CBD PERDANA JALAN PERDANA CYBERJAYA 63000 SELANGOR"
maslinawati_22@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35595&sid=9ADC4D8823A3622C904E694B5283B2D3,,EL FOOD MARKETING SDN BHD,'2017-08-02,03 - 33421520,"6 - 1, FIRST FLOOR, JALAN REMIA 4 AMBANG BOTANIC KLANG 41200 SELANGOR"
info@oldmartcafe.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43976&sid=4BB29892C7D9E007F6D738B5AE3D1027,,OLD MART FOOD INDUSTRIES SDN BHD,'2017-08-02,07 - 5993936,"11261, JALAN ARA 9 BANDAR PUTRA KULAI KULAI 86000 JOHOR"
agripearlmalaysia@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42344&sid=CBCE0A1F6FE322999A7113D910844954,,AGRIPEARL SDN BHD,'2017-08-02,03 - 42945654,16 JALAN 18 KAMPUNG CHERAS BARU CHERAS 56100 KUALA LUMPUR
anggunproducts@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14132&sid=C8DC3A5767D0C08AAE6E42A8D048B4F5,,ANGGUN PRODUCTS (M) SDN BHD,'2017-08-02,06 - 6751276,"3, FIRST FLOOR, LORONG MATAHARI 1/1 TAMAN MATAHARI HEIGHT SENAWANG 70450 NEGERI SEMBILAN"
edwin@ipmuda.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15513&sid=8BB1D12F1026A28E7E372011A86B09D3,,UNIHERBAL SDN BHD,'2017-08-02,03 - 27193888,"9TH FLOOR, MAJU TOWER 1001, JALAN SULTAN ISMAIL  50250 KUALA LUMPUR"
tly42@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40001&sid=4EF5DC631DDDBB94F9D999495BB4B477,,JH TAN TRADING,'2017-08-02,03 - 62752098,11 JALAN LANG HITAM 1 KEPONG BARU  52100 KUALA LUMPUR
fiona.wilson@o2cyclonic.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37804&sid=14D42F3F0D2E85DDC3BF380761789197,,O2 CYCLONIC TECHNOLOGY SDN BHD,'2017-08-02,012 - 3836896,8 JALAN JERIJI U8/75 BKT JELUTONG 40150 SELANGOR
info@aifahealth.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42333&sid=A1E122372129B07536B7A5CF339CE0F5,,AIFA HEALTH SDN BHD,'2017-08-02,+603 - 90751267,"3A (3), JALAN SUASANA 2/7A BANDAR TUN HUSSEIN ONN CHERAS 43200 SELANGOR"
admin@nutritionm.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50409&sid=BF507AD27540B0FA515D3F55F67F3C6E,,NUTRITION MATTERS SDN BHD,'2017-08-02,03 - 80234800,"26-1 & 2, JALAN USJ 1/1B REGALIA BUSINESS CENTRE SUBANG JAYA 47500 SELANGOR"
hippop2009@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50359&sid=AF1521CAC0F224A8FF651E3E934EA826,,HIP POP BEVERAGE SDN BHD,'2017-08-02,03 - 33259958,"31, JALAN SERULING 57, KAW3 TAMAN KLANG JAYA KLANG 41200 SELANGOR"
sameragt6@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50868&sid=675DA601D1FAC906AEDD35C0AB08109F,,SAMERA GLOBAL SDN BHD,'2017-08-02,03 - 33922128,35A JALAN JELUTONG 1/KU 8 PEKAN MERU KLANG 41050 SELANGOR
kamyresources@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33224&sid=D5A36C0262293242BE47560198C87310,,KAMY RESOURCES SDN BHD,'2017-08-02,03 - 26979969,"UNIT NO.1, LEVEL 7, BLOCK B1-1 WISMA YAKIN JALAN MASJID INDIA 50100 KUALA LUMPUR"
hasnsdnbhd@yahoo.com.sg,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36828&sid=FD8AABFB88E4C75CD37F036168A12722,,HASN FREIGHT & TRADING SERVICES,'2017-08-02,07 - 2185025,"LOT 1B, PODIUM 1, MENARA ANSAR 65 JALAN TRUS JOHOR BHARU 80000 JOHOR"
bidaraherba@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40398&sid=6919A1FC78C07CF4745AD2DB9B97AB0F,,BIDARA HERBA NIAGA,'2017-08-02,09 - 5680445,B-104 MEZZANINE FLOOR JALAN AIR PUTIH KUANTAN 25300 PAHANG
classicotaste@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50882&sid=4CA52843130447803F5AEFBCA311C083,,CLASSICO TASTE SDN BHD,'2017-08-02,03 - 33251168,"32, TINGKAT BAWAH JALAN KASUARINA 8/KS 07 AMPANG BOTANIK, KLANG 41200 SELANGOR"
vdexpo@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42480&sid=E710724BFD943795FC081C0044191327,,VINTAGE DISTRIBUTION (M) SDN BHD,'2017-08-02,07 - 3585862,"88-02, JALAN MOLEK 1/28 TAMAN MOLEK JOHOR BAHRU 81100 JOHOR"
rusnizarusli@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50505&sid=D76837ACE78C2BF6906EACD69E53F711,,INHEALTH BEAUTY (M) SDN BHD,'2017-08-02,03 - 41070119,"29A, TINGKAT 1 JALAN BANDAR 3 TAMAN MELAWATI 53100 KUALA LUMPUR"
cbb@ceebee.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13711&sid=4DCDE7866D6E2EBDBE120F4065CD9459,,CEEBEE BIOTECH SDN BHD,'2017-08-02,03 - 41436688,"6, JALAN WANGSA SETIA WANGSA MELAWATI  53000 KUALA LUMPUR"
kenny.ooi@dapuri.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56353&sid=CF5B58503C9DD644E803658344DFB326,,DAPURI ASIA SDN BHD,'2017-08-02,05 - 5451689,"442, JALAN ST. MICHAEL KG TAWAS IPOH 30010 PERAK"
cy.yap@antlercoffee.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51358&sid=F3DCC7633008F7275A561D5BE06ED170,,LIAN HOE TEA & COFFEE (M) SDN BHD,'2017-08-02,03 - 91716562,"33, JALAN 12/118B DESA TUN RAZAK  56000 KUALA LUMPUR"
said_akm@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56390&sid=13CD7080055F2A425EA15BAAEDA8E590,,MAPLE REVENUE SDN BHD,'2017-08-02,03 - 55106524,"LOT 36A, 1ST FLOOR, BLOCK 4 WORLDWIDE BUSINESS PARK JALAN KARATE 13/47 SEK 13 40675 SELANGOR"
sheikharwiz@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48765&sid=CA50C08108D2F05430C9447E39750548,,PAK CU SEMBILAN SATU ENAM,'2017-08-02,019 - 2811955,"8, JALAN KEMUJA OFF JALAN BANGSAR  59000 KUALA LUMPUR"
kent1383@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48868&sid=C973D26DDC410BDEFDAAD50027789440,,MASTER FONG INTERNATIONAL SDN BHD,'2017-08-02,05 - 3135298,"24, HALA RAPAT BARU 22 KAW PERINDUSTRIAN KINTA JAYA IPOH 31350 PERAK"
khangweei.lau@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43999&sid=1A4B723780305429F5EB02B2240816D5,,MACK & ZACK INTERNATIONAL SDN BHD,'2017-08-02,03 - 20355985,"NO. 270, JALAN PJU 1/35, SUNGAI WAY PETALING JAYA 47301 SELANGOR"
lindahilmi78@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56546&sid=51D907EDE450DF529BAD9511CDFA7941,,CITRA ANGGUN JAYA MARKETING SDN BHD,'2017-08-02,03 - 41496702,"33-1 JALAN WANGSA DELIMA 12, D'WANGSA, WANGSA MAJU 53300 KUALA LUMPUR"
afzaruddin@upinipinfood.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56473&sid=B2371EC7F41998E61E8656E25A5EC699,,UPIN IPIN FOOD SDN BHD,'2017-08-02,03 - 55118089,"8, JALAN ANGGERIK MOKARA 31/56 SECTION 31, KOTA KEMUNING SHAH ALAM 40460 SELANGOR"
seeewe@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57162&sid=4419C9A45BAAC00162F1B86E3CC90902,,NORTH MALAYA CHEMICAL SDN BHD,'2017-08-02,05 - 8914533,LOT 7937 JALAN PERUSAHAAN 7 KAWASAN PERINDUSTRIAN KAMUNTING  34600 PERAK
profresh@streamyx.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7177&sid=CE6EA87E53EB6EB8B071F8CEC9F19E2B,,PROFRESH SDN BHD,'2017-08-02,03 - 60285223,"15-21, JALAN KENANGA 1A SEKSYEN BBII , BKT BERUNTUNG RAWANG 48300 SELANGOR"
nsb2u@streamyx.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13038&sid=7D8B60DA7684648C5CBA84B910D3E265,,NUTRAHERBS SDN BHD,'2017-08-02,03 - 78467896,"15, JALAN SAUJANA INDAH 10 TAMAN PERINDUSTRIAN SAUJANA INDAH SECTION U2, TTDI JAYA, SHAH ALAM 40150 SELANGOR"
msselvam@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37105&sid=E834F3A47E89B54D42982E4A23582ABC,,HITECH FOOD INDUSTRY,'2017-08-02,017 - 6461603,"104, JALAN SEMANGAT 25/8 TAMAN SRI MUDA SHAH ALAM 40400 SELANGOR"
awanganaharyahya@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60268&sid=81C727A6A53A0F52B250A0D7368D917A,,INDAS UTAMA SDN BHD,'2017-08-02,082 - 575224,"952, 2ND FLOOR, LOT 4224, BLOCK 16, KCLD TAMAN SATRIA JAYA, JALAN STUTONG, BDC KUCHING 93350 SARAWAK"
yeohph@groway.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14731&sid=97BCF5D0FDD1E56DB9333B9658B43651,,GROWAY (MALAYSIA) SDN BHD,'2017-08-02,03 - 78800103,"71, JALAN SS 25/2 TAMAN BKT EMAS PETALING JAYA 47301 SELANGOR"
hayatabena@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60109&sid=681353F7FEA69F67C90EAB3DECC805A2,,HAYATABENA SDN BHD,'2017-08-02,03 - 79830036,"7C-2, FABER PLAZA JALAN DESA JAYA, TAMAN DESA JALAN KELANG LAMA 58100 KUALA LUMPUR"
satriawijaya_malaysia@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57286&sid=B11EF971FEE4AB0DCED56EACA7275531,,SATRIA WIJAYA PERSADA SDN BHD,'2017-08-02,03 - 80601747,"1-3, JALAN PUTERI 1/6 BANDAR PUTERI PUCHONG 47100 SELANGOR"
cath999@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9196&sid=A0B1D260513A95437B4508BEEDA35C47,,CHUAN LAM FATHER & SONS SDN BHD,'2017-08-02,05 - 6225824,50 JALAN SELAT TELUK INTAN 36000 PERAK
shinebrighten@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60434&sid=7E26DA8A3CF39D34A1A9BCE3DAE8400F,,SHINE & BRIGHT ENTERPRISE,'2017-08-02,03 - 78873525,"12 & 14, JALAN SS 23/11 TAMAN SEA PETALING JAYA 47400 SELANGOR"
thomyamfood@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11174&sid=5D431B9812BAF220F9A1BA142ADE1A7D,,THOMYAM FOOD INDUSTRIES SDN BHD,'2017-08-02,09 - 5664099,"LOT 76 NO.10, SEMAMBU INDUSTRIAL ESTATE KUANTAN 25350 PAHANG"
captr866@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58519&sid=6651B86D4AAE3DA0F0AEF511BAE70447,,Q FLAVORS SDN BHD,'2017-08-02,03 - 77255945,"99B, JALAN SS21/1A DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR"
jasonlee@naturesbrew.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60558&sid=124F178734316B38CCA6B1DF7FDEBDE7,,NATURES BREW SDN BHD,'2017-08-02,03 - 78424218,"35&37, JALAN MATAHARI AA U5/AA BANDAR PINGGIRAN SUBANG, SEKSYEN U5 40150 SHAH ALAM 40150 SELANGOR"
info@pnwpgx.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59346&sid=EC5CBA61E929F84B986C1BB0C8F29221,,P & W INTERNATIONAL BUSINESS MANAGEMENT SDN BHD,'2017-08-02,03 - 61429177,7-2 JALAN PJU 5/20A KOTA DAMANSARA PETALING JAYA 47810 SELANGOR
v-nest1996@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55355&sid=DA20BED01D4779D1A600CAE6B6827EB3,,V-NEST SDN BHD,'2017-08-02,05 - 3281111,"2A & 6, PERSIARAN KILANG PENGKALAN 28 KAW PERINDUSTRIAN PENGKALAN MAJU LAHAT 31500 PERAK"
alan@plc-hypernet.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60771&sid=04E8DCE4AEEC5B799136F69CEEC7F448,,PLC HYPERNET (M) SDN BHD,'2017-08-02,03 - 33417896,"SUITE 28-06, LEVEL 28 CENTRO MALL, 8, JALAN BATU 3 LAMA KLANG 41300 SELANGOR"
info@malaioldtown.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51587&sid=7AE6B7DDC9B35AF745D25EDF2371B18C,,MALAI CAFE SDN BHD,'2017-08-02,03 - 33428555,"1, JALAN GOPENG, OFF JALAN PASAR KLANG  41400 SELANGOR"
kuppim2011@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60844&sid=DD66EFD20BCAD4A617769F93D4FA337B,,KOPERASI USAHAWAN PENGGUNA ISLAM MALAYSIA BERHAD,'2017-08-02,03 - 41498806,26-2 JALAN 9/23E DANAU KOTA BUSINESS CENTRE 53300 KUALA LUMPUR
glbnc@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55529&sid=49F0A1D9AA126EB1E3A00246213A31DD,,GOLDEN LUNG SDN BHD,'2017-08-02,084 - 323368,"F 22, 1ST FLOOR, MEDAN MALL COMMERCIAL COMPLEX JALAN WONG KING HUO SIBU 96000 SARAWAK"
info@chanoyu.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60895&sid=7E9E38CBE5AD331987BDB608EEA6A28B,,CHA-NO-YU TEA ART,'2017-08-02,03 - 20267599,61 JALAN SULTAN  50000 KUALA LUMPUR
cosmonade@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61422&sid=3DC1552BC07AE587EBDA46D36E1BB01F,,COSMONADE SDN BHD,'2017-08-02,04 - 5753278,8 LORONG BERTAM RIA 3 TAMAN BERTAM RIA KEPALA BATAS 13200 PULAU PINANG
william@greenhillfruit.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61532&sid=2C0E31B9709A76A5CE0937D44729909A,,BEC MARKETING SDN BHD,'2017-08-02,03 - 89614286,"15-17, JALAN PERUSAHAAN SATU TAMAN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR"
jesslin@nutrachoice.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54840&sid=2D902BF21463C2D350A232C1815CFCA9,,NUTRA CHOICE SDN BHD,'2017-08-02,03 - 56362997,"12-2, JLN PJS 8/12, DATARAN MENTARI, PETALING JAYA  46150 SELANGOR"
allim@mynativa.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58534&sid=C311D9AB436001E2FCA27FCAD4F0BB62,,NATIVA SDN BHD,'2017-08-02,04 - 6453139,"823-1-7, JALAN PAYA TERUBONG, MK-13 BAYAN LEPAS  11900 PULAU PINANG"
alvin@chocoberry.biz,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61615&sid=51BECD32AAC684DEA80737B964129F17,,GCS SENSES SDN BHD,'2017-08-02,012 - 3046669,"SUITE 513, GF-16 THE WATERFRONT @ PARKCITY 5, PERSIARAN RESIDEN, DESA PARKCITY 52200 KUALA LUMPUR"
hychiah@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61782&sid=86C4C183E8498CA4D80856DDBE278367,,GERBANG INTERNATIONAL HOLDINGS SDN BHD,'2017-08-02,04 - 3997971,"8-10, MEDAN KIKIK 3 TAMAN INDERAWASIH BUTTERWORTH 13600 PULAU PINANG"
info@myworldcocoa.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61577&sid=A31DE16668BDCF9765EFB0029D74094B,,MY WORLD OF COFFEE & CHOCOLATE HOUSE (MALAYSIA) SDN BHD,'2017-08-02,04 - 2262646,17 JALAN SULTAN AHMAD SHAH  10050 PULAU PINANG
enquiry@ubi.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61983&sid=AF55E0E0484019D37FC9E3FC584CC0D5,,URBANTAZE BEVERAGE INTERNATIONAL SDN BHD,'2017-08-02,03 - 55236400,"30-2A, JALAN PAHAT G15/G SECTION 15 SHAH ALAM 40200 SELANGOR"
ume_production@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35616&sid=3F107DAB61DB2D660C6998B737601FD8,,U-ME PRODUCTION SDN BHD,'2017-08-02,03 - 91737133,19 JALAN 13/118B DESA TUN RAZAK INDUSTRIAL PARK 56000 KUALA LUMPUR
atthayyibah@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61938&sid=E6AE4BECEBC51ACB6501D46379681190,,AT-THAYYIBAH SDN BHD,'2017-08-02,07 - 5211518,2C JALAN PULAI PERDANA 11/1 TAMAN SRI PULAI PERDANA 81110 JOHOR
azrol@akhil2u.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61914&sid=9F5D6498049517C10977C633487CC2C7,,AKHIL NETWORK SDN BHD,'2017-08-02,010 - 4041600,"17, GROUND FLOOR JALAN IKS 9/2 TAMAN IKS, SECTION 9 BANDAR BARU BANGI 43650 SELANGOR"
gftransglobal@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61899&sid=22211AF3BD803FDF02113A03CBAD5347,,GF TRANSGLOBAL TRADING SDN BHD,'2017-08-02,04 - 3903220,"57, JALAN SAMAGAGAH, TAMAN CERMAI PERMATANG PAUH BUTTERWORTH 13500 PULAU PINANG"
jane@heyday.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61840&sid=9F28D37F8AA41A6BF135546744D7690E,,HEY DAY SDN BHD,'2017-08-02,03 - 74902128,"65-M, 2ND FLOOR JALAN PJU 5/21 THE STRAND KOTA DAMANSARA 47810 SELANGOR"
ederchai@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61984&sid=BC9B882780CDD934FA75F6261DA7ECB7,,VISIBLE REWARDS SDN BHD,'2017-08-02,03 - 21419997,"A-0-1 & A-0-2, ONE RESIDENCY 1, JALAN NAGASARI OFF JALAN RAJA CHULAN 50200 KUALA LUMPUR"
trudy@powerhouseavenue.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61921&sid=2E7DC8E0B80A80B49E45EDFF270ED084,,POWERHOUSE AVENUE SDN BHD,'2017-08-02,03 - 74902128,"65, 2ND FLOOR JALAN PJU 5/21 THE STRAND KOTA DAMANSARA 47810 SELANGOR"
world.life_care@yahoo.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61995&sid=1B3EA08F9AD6C231B45F8745487C0F40,,LIFE WATER SERVICES SDN BHD,'2017-08-02,03 - 61873961,"35 JALAN 31/10A, TAMAN PERINDUSTRIAN IKS KAW MIEL MUKIM BATU FASA 4 BATU CAVES 68100 KUALA LUMPUR"
oceanic168@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62007&sid=1840BB011700BD8D380ECEE040332C6B,,OCEANIC IMPORT & EXPORT SDN BHD,'2017-08-02,03 - 90583718,8-2 JALAN 9/125D TAMAN DESA PETALING 57100 KUALA LUMPUR
chan@ljack.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9810&sid=A8674274CB20213D7E961D69587A605C,,LJACK (M) SDN BHD,'2017-08-02,03 - 87246064,"45, JALAN MIDAH 7 TAMAN MIDAH  56000 KUALA LUMPUR"
