EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL,
sfchoo@combi.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85568&sid=38B061DF8AA02AEB07660233435257BF,COMBI MASTER DRIVES (M) SDN BHD,"25, JALAN SURIA PARK 2 KAW PERINDUSTRIAN KG BARU BALAKONG 56000 KUALA LUMPUR",,03 - 89616916,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@linak-asia.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85580&sid=8D5E5B31680C2AFA74BAC85273834028,LINAK ACTUATORS SDN BHD,18-23-E GURNEY TOWER PERSIARAN GURNEY 10250 PULAU PINANG,,04 - 2106500,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sinhwalim@essentra.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64099&sid=CF991B0BEC9DE583C1A0E2E329FABAD0,ESSENTRA MALAYSIA SDN BHD,BLOCK D5-5-6 SOLARIS DUTAMAS 1 JALAN DUTAMAS 1 50480 KUALA LUMPUR,,03 - 62073333,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
chloe@vericardsys.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11386&sid=03976D4B7173873944F2E2F7CEBDE309,CARDSYS SDN BHD,"48, JALAN BRP 8/2 BKT RAHMAN PUTRA SG  BULOH 47000 SELANGOR",,03 - 40221199,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
irsyad@azure-precision.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85914&sid=AA02E608E42BF712CBBC9B85CE91BD99,AZURE PRECISION (M) SDN BHD,33 & 35 JALAN ISTIMEWA 2 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR,,07 - 8610302,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
excelss@pd.jaring.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65851&sid=4B84D48D6654A687D6B25ECFBD92EEA7,PETRO-EXCEL SDN BHD,"NO. 1162 & 1163, LUTONG BARU SHOPHOUSE P.O. BOX 277, 98107 LUTONG MIRI 98000 SARAWAK",,085 - 652333,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry@althea.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15618&sid=1ACDBC3048F8D87E56A42A61ABF9A5BC,ALTHEA SERVICES,31A JALAN DANG WANGI KUALA LUMPUR  50100 KUALA LUMPUR,,03 - 22733415,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
topp@3opp.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13202&sid=79F89D67D9088C50ECC95DD1115E728E,THREE-OPP SDN BHD,"NO 10, PJ 51 BUSINESS PARK JALAN TANDANG 51/205A, SEC 51 PETALING JAYA 46050 SELANGOR",,03 - 77727864,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
rezany@aylin.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8317&sid=3B18432F9EE45E31F85D9A29E54FD021,AYLIN SERVICES SDN BHD,"8, JALAN TP 7/4 SIME UEP INDUSTRIAL PARK SHAH ALAM 40400 SELANGOR",,03 - 51925519,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kongson8338@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73744&sid=2FB85EA870CEB6E79CADE63CBF6B9C66,KONGSON ELECTRIC SUPPLY SDN BHD,"15,JALAN BERJAYA 8/1 TAMAN PERINDUSTRIAN BERJAYA JOHOR BAHRU 81200 JOHOR",,07 - 5568300,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
norlian@ranhill.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83973&sid=07C88FC047ACD249ACB6483AEE3242A4,RANHILL GROUP SDN BHD,LEVEL 13 WISMA PERKESO 155 JALAN TUN RAZAK 50400 KUALA LUMPUR,,03 - 26855044,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@projectormalaysia.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83438&sid=FB99EA104AF5609918E69CDF403E0044,AV TECH SOLUTION SDN BHD,"A-3-2, KOMPLEKS INDUSTRI PUCHONG 1, JALAN TPP 1/6, TAMAN PERINDUSTRIAN PUCHONG, SECTION 1 47100 SELANGOR",,03 - 80686119,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
aura.alam@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35992&sid=1FF724BEA1A9841C471FDD9D4D152340,AURA ALAM SDN BHD,"LOT 9020, TMN MERU UTAMA MERU KLANG 43200 SELANGOR",,03 - 33931255,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
avp.marketing@dnoncetech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65078&sid=2CFD41BAB1E79113B4DEBE4B19E9CE42,ATTRACTIVE VENTURE SDN BHD,"PLOT 425,MUKIM 1, TINGKAT PERUSAHAAN 6A PRAI FREE TRADE ZONE PRAI 13600 PULAU PINANG",,04 - 3996393,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ad_alcomas@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42842&sid=5823AEC5123386FEEB7BF5113872B225,ASIAN LIGHTING MANUFACTURER SDN BHD,"21, PERSIARAN SG PARI TIMUR 22 TAMAN MAS IPOH 30100 PERAK",,05 - 2861232,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
jenc.cardserv@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10640&sid=459ED7A8EFDDDAA8EACB1F25837BD07A,ASIA PACIFIC CARD & CHIP SERVICES SDN BHD,"33, JALAN HUJAN EMAS 8 OVERSEAS UNION GARDEN JALAN KLANG LAMA 58200 KUALA LUMPUR",,03 - 79809312,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
nelson.khoo@asia-angle.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61912&sid=679691912799C8FD3BDD6C902401F1BC,ASIA ANGLE SDN BHD,"32-1, JALAN ANGGERIK VANILLA R/31R KOTA KEMUNING SHAH ALAM 40460 SELANGOR",,03 - 51223203,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
dasya@optimal-power-solutions.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61816&sid=D0DB4B367BDA9AC030C17D0512079825,APPLIED ENERGY SOLUTIONS SDN BHD,"116 , BLOCK A3 LEISURE COMMERCE SQUARE , 9 , JALAN PJS 8/9 PETALING JAYA 46150 SELANGOR",,03 - 78769129,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
blucomet.sales@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84157&sid=44B0441238DEFC8EF78ACE744751FA0B,BLU COMET INDUSTRIAL SDN BHD,18 LORONG BUKIT MINYAK 1 TAMAN BUKIT MINYAK BUKIT MERTAJAM 14000 PULAU PINANG,,04 - 5089221,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
finance@acme.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79223&sid=B35A8E42974BBDA307C0CEE3245CC2F2,ACME FERRITE PRODUCTS SDN BHD,"PLOT 15, JALAN INDUSTRI 6 KAWASAN PERINDUSTRIAN JELAPANG II (FTZ) JELAPANG, IPOH 30020 PERAK",,05 - 5269149,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
limyongkuang@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72802&sid=C228565A0AE7010EBBFA0ABADE80558A,AIRA TECHNOLOGIES ENTERPRISE,"69, TINGKAT 1 JALAN DAUD MUAR 84000 JOHOR",,06 - 9875818,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@seglobaltech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81352&sid=7651F0E47144E8970DDBE64B9CFBF6EC,SE GLOBAL TECHNOLOGY SDN BHD,"116, GROUND FLOOR JALAN RAJA PERMAISURI BAINUN IPOH 30250 PERAK",,05 - 2417788,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
winnie5614@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81597&sid=840D71B97DB8503BCE50E3ADB113AC0D,UNITED MS CABLES MFG SDN BHD,"15, JALAN JASMINE 1 SEK BB 10 BANDAR BUKIT BERUNTUNG, RAWANG 48300 SELANGOR",,03 - 60282828,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
isotechmalaysia@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81040&sid=85CFD0A448D7548E60DD32CDF2F8CC59,ISOLATION TECHNOLOGY (M) SDN BHD,"24, JALAN 6/116B KUCHAI ENTREPRENEURS PARKS OFF JALAN KUCHAI LAMA 58200 KUALA LUMPUR",,03 - 79879131,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ahilesh@nippongokin.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80377&sid=EDEEE738C16C7B2670E6A1437CE748C2,NIPPON GOKIN SDN BHD,27 USJ 3/1 USJ 3 SUBANG JAYA 47620 SELANGOR,,010 - 5095099,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
nurulfaiz@stx.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80766&sid=7CB02286D3ABC419E8C0D107CA21731D,STX PRECISION CORPERATION SDN BHD,"LOT 153 (NO. 17A), JALAN ANGKASA MAS 6 KAW PERINDUSTRIAN TEBRAU II JOHOR BAHRU 81100 JOHOR",,07 - 3533940,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
gm1.plcm@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76640&sid=DE91DA4353257CAB29EE425D4598DE32,GREAT M ONE SDN BHD,MP 939 JALAN MALAKA PERDANA 1 TAMAN MELAKA PERDANA ALOR GAJAH 78000 MELAKA,,06 - 5567278,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ashley.leong@rexel.asia,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81742&sid=C3C136072CA7FDC09411A9674E318081,REXEL LUXLIGHT MALAYSIA SDN BHD,"A-9-5 NORTHPOINT OFFICE 1 MEDAN SYED PUTRA UTARA, MID VALLEY CITY 59200 KUALA LUMPUR",,05 - 63492101,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
infinitepowersb@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80770&sid=1FF90DFA016DA6500C58D0BBB4207617,INFINITE POWER SDN BHD,"UNIT 1212, BLOCK A4 LEISURE COMMERCE SQUARE 9 JALAN PJS 8/9 46150 SELANGOR",,01 - 22180752,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@polymer-resources.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2834&sid=0246C8F5759B846D31DC037809260FFA,POLYMER RESOURCES SDN BHD,"35 JALAN 29 KAWASAN 16, SG RASA INDUSTRIAL ESTATE KLANG 41300 SELANGOR",,03 - 33427687,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
aglim@sinlinetek.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8704&sid=49D982E2F5D9EE76D9974C08A1E20514,SIN LINE TEK ELECTRONICS CO. SDN BHD,PT 464 JALAN KASAWARI KAWASAN PERUSAHAAN KEBUN BARU TELUK PANGLIMA GARANG 42500 SELANGOR,,603 - 31231090,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
amy@wp-sb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82022&sid=CE65B6A2505EC755EE41E65750B26546,WELL PRESTIGE SDN BHD,"25 JALAN ANGGERIK MOKARA 31/63 KOTA KEMUNING, SHAH ALAM 40460 SELANGOR",,03 - 51224711,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
wbcelect@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82023&sid=D10F8C35A68FD26B610940B337B5DCAB,WBC ELECTRICAL (IPOH) SDN BHD,PT 64895 JALAN JELAPANG BATU 2 ½ KAW PERKILANGAN JELAPANG 30020 PERAK,,05 - 5262850,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
stm04@showatech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93834&sid=A59CB48D158EE15A018FDFE9282F8284,SHOWA TECH MALAYSIA SDN. BHD.,"NO.25, LORONG SUNGAI PULOH,1A/KU6, TAMAN TEKNOLOGI GEMILANG, KAWASAN PERINDUSTRIAN, SUNGAI PULOH,41050 KLANG, SELANGOR DARUL EHSAN,MALAYSIA 41050 SELANGOR",,329 - 01716,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@micatron.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15088&sid=AAE7BEEF0354722EEA866CF27C809DE8,MICATRON GLOBAL SDN BHD (FORMERLY KNOWN AS ADVANCE BALLAST CREATION SDN BHD),"30-1, JALAN PUTERI 5/1 BANDAR PUTERI PUCHONG PUCHONG 47100 SELANGOR",,03 - 80623159,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sl.lim@inari-tech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13169&sid=AA94C698A1AC01948563692A7EA4B2BF,INARI TECHNOLOGY SDN BHD,"PLOT 5, PHASE 4 BAYAN LEPAS FREE INDUSTRIAL ZONE BAYAN LEPAS 11900 PULAU PINANG",,04 - 6456618,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hupson@hupson.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13626&sid=295C284B682F9CCE74FA1DB408F43623,PSE INDUSTRIES (M) SDN BHD,"6, JALAN PUTERI 5/6 BANDAR PUTERI PUCHONG 47100 SELANGOR",,03 - 80626063,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@semiconductor.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5955&sid=D5E604CF3C246050A6E3BFFDE719418F,SEMICONDUCTOR ASSEMBLER AND MANUFACTURER SDN BHD,PT 2108 SRI SENAWANG LIGHT INDUSTRIES CENTRE SEREMBAN 70450 NEGERI SEMBILAN,,06 - 6777778,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hllee@scope.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15865&sid=1E03BD59E50498ADD02232E0738ED624,TRANS INDUSTRY SDN BHD,"6181, JALAN PERUSAHAAN 2 KAW PERINDUSTRIAN PARIT BUNTAR PARIT BUNTAR 34200 PERAK",,05 - 7163020,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
thermosb@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31021&sid=EA0082149DB04A78A957D5EA931A64ED,THERMOTRONIC INDUSTRIAL SDN BHD,"F69, 1ST FLOOR, PERSIARAN MAHSURI 1/3 BAYAN BARU BAYAN LEPAS 11900 PULAU PINANG",,04 - 6465844,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sanc@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15796&sid=1E7E2EEAD8CBF140D1C00E3594839926,SAN CREATIVE (M) SDN BHD,"6, JALAN PKNK 3/7 KAW PERUSAHAAN LPK TAMAN RIA JAYA, SG PETANI 08000 KEDAH",,04 - 4481100,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ask@technicqal.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15930&sid=283E06131DF1BCACA33FE5741B6AA178,TECHNICQAL SDN BHD,"LOT 3157, JALAN PUCHONG MILE 3 KG KEBUN BUNGA,MILE 3 PUCHONG 40300 SELANGOR",,03 - 55120768,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hr@temelectronics.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6948&sid=4C05CD86A21A58778DD2FEC5400958F7,TEM ELECTRONICS (M) SDN BHD,"LOT A97, A101 & A102, JALAN 2A KAW PERUSAHAAN MIEL SG LALANG SG PETANI 08000 KEDAH",,04 - 4417802,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
nisb_kt@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5993&sid=7B2EE9D2C921CD90E47A71250C3544F7,NORSHAM INDUSTRIES SDN BHD,LOT PT 7242-K KAW PERINDUSTRIAN GONG BADAK KUALA TERENGGANU 21300 TERENGGANU,,09 - 6670001,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
multiwire@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15374&sid=3CFD955270DC0152304C13894229FB1E,MULTI WIRE SDN BHD,PLOT 510 KAW PERINDUSTRIAN CENDANA SG PETANI 08000 KEDAH,,04 - 4233133,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
joeyng@ntcaudio.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34211&sid=8A2AD13C90856F5BA2BBB0C6A15F3C1A,NEW TECHNICS CAR AUDIO SDN BHD,"LOT 2-40, JALAN SU 7, LION INDUSTRIAL PARK, PHASE 2 PERSIARAN TENGKU AMPUAN, SECTION 22 SHAH ALAM 40000 SELANGOR",,03 - 51920911,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kelipx2@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31316&sid=B485AB8921118306E9A310EDC784CD42,KELIP-KELIP MARKETING SDN BHD,"334, JALAN JELUTONG   11600 PULAU PINANG",,04 - 2838373,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hzin@sevosystems.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31660&sid=06E307937368945D2466CAD7BED3FAD9,SEVO SYSTEMS (M) SDN BHD,"4A & 38, JALAN KOTA RAJA M271M HICOM TOWN CENTRE, SECTION 27 SHAH ALAM 40400 SELANGOR",,03 - 51929588,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
profitvantage@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10249&sid=ACEF51DDE3BEF706E84052E69BA404A9,PROFIT VANTAGE SDN BHD,"28, JALAN P4/5, SECTION 4 KAW PERINDUSTRIAN BANDAR TEKNOLOGI KAJANG SEMENYIH 43300 SELANGOR",,03 - 89411386,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enq@multib.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14925&sid=740568E1E722092C5FE03380D5DB0489,TRANSLITE PROJECT SDN BHD,"9, JALAN JASMINE 2 BANDAR BKT BERUNTUNG SERENDAH 48300 SELANGOR",,03 - 60281818,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry@aeccsb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5153&sid=AB39D5334E5EE9C6717DB7036824FDB4,AMALGAMATED ENGINEERING & COMMERCIAL CO. (KL) SDN BHD,14 JALAN PAHANG BARAT  53300 KUALA LUMPUR,,03 - 40233114,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sacsb05@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11363&sid=47FE80B07C39FEF5A0C0FCC726E03734,S.A. CONTINENTAL SDN BHD,"83, JALAN SG 3/1 PUSAT BANDAR  SRI GOMBAK BATU CAVES 68100 SELANGOR",,03 - 61865992,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
laserin@laserm.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15296&sid=C4D6789E718337FD358C71C96DB307D6,LASER INDUSTRIES SDN BHD,LOT 118 SG PETANI INDUSTRIAL ESTATE SG PETANI 08000 KEDAH,,04 - 4411426,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
liwidaelectric@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34287&sid=98573042E8105783012429EDE223B296,LIWIDA ELECTRIC SDN BHD,"49, PERSIARAN INDUSTRI BANDAR SRI DAMANSARA  52200 KUALA LUMPUR",,03 - 62723399,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
qltp@qlt.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7441&sid=D1A9054CCCE225463596DE7E31F69967,QLT PRECISION ENGINEERING SDN BHD,"307-H, JALAN BATU MAUNG BAYAN LEPAS  11960 PULAU PINANG",,04 - 6265463,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
zanwa@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3341&sid=D5240B5C9248435D093CF109D9BFFFEC,ZANWA SDN BHD,"LOT 41, JALAN  PERIGI NENAS 8/7 PULAU INDAH INDUSTRIAL PARK (PHASE 1) WEST PORT, PORT KLANG 42920 SELANGOR",,03 - 31012311,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@zephyr.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11519&sid=A3DB51B11BF464340EFA3F1FA8EDDD8D,ZEPHYR (PENANG) SDN BHD,"14/16,  JALAN INDUSTRI CHEROK TOKUN TAMAN INDUSTRI CHEROK TOKUN BKT MERTAJAM 14000 PULAU PINANG",,04 - 5515855,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ipmsmbe@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3829&sid=C9CA999713B567EF54CB9C140713D40E,IPMS ELECTRONIC WIRE HARNESS SDN BHD,"3E, 5TH. FLOOR, BLOCK 2, WORLDWIDE BUSINESS PARK, JALAN TINJU 13/50 SECTION 13,  SHAH ALAM 40675 SELANGOR",,03 - 55133933,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
stmtfmer@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10127&sid=BB10AFBF5BD374742A11F6C6873A3A00,S.T.M. INDUSTRIES SDN BHD,"LOT 1976, SECTION 66, JALAN SEMANGAT PENDING INDUSTRIAL ESTATE KUCHING 93450 SARAWAK",,082 - 337641,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
knobsmy@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4483&sid=45E71B270DC07E50C3DA7F9A6FE6025E,KNOBS SDN BHD,"LOT 1532, 2ND MILE JALAN BATU TIGA LAMA KLANG 41300 SELANGOR",,03 - 33424114,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@dpisb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6261&sid=F72D5304B829A4BD72998C372DBA80AC,POWERQUEST INDUSTRIES SDN BHD,"34-2, JALAN 3/146 BANDAR TASIK SELATAN  57000 KUALA LUMPUR",,03 - 90578949,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@zoomic.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13987&sid=BD3ACF0CE26D41599F84318395267E32,ZOOMIC TECHNOLOGY (M) SDN BHD,"1 & 3, LINTANG BAYAN LEPAS 1 BAYAN LEPAS INDUSTRIAL PARK PHASE 4, BAYAN LEPAS 11900 PULAU PINANG",,04 - 6468011,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@infrapro.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14775&sid=1749C7695459249CBE0DC1EC808DDE4E,INFRARED PROCESSOR ALARMTRONIC & AUTOMATION SDN BHD (LENSA INDAH SDN BHD),"96-N, JALAN SENTOSA 13 TAMAN SENTOSA BKT BARU 75150 MELAKA",,06 - 2310818,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@matrixenergysaver.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11952&sid=76D80773F1A9EDADD905A37D298649D5,MATRIX ENERGY (M) SDN BHD,"89, JALAN PENERBIT U1/43 TEMASYA INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",,03 - 55692622,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
marketing@opcom.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11913&sid=B85ED97CD911E7A45B0934D280EFFCE1,OPCOM CABLES SDN BHD,"11, JALAN UTAS 15/7 SHAH ALAM  40200 SELANGOR",,03 - 55195699,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
charly1@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8228&sid=F3ECEB16911342968A5DC0C1F05D1F94,VYKO METAL INDUSTRIES SDN BHD,"15A, JALAN SEGAMBUT PUSAT SEGAMBUT INDUSTRIAL AREA  51200 KUALA LUMPUR",,03 - 62579460,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
nmpla@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13096&sid=BA468311930DC2A19857C130BBE43CE3,NGAI MING PLASTIC INDUSTRIES (M) SDN BHD,"LOT 16, JALAN 3 KAW PERUSAHAAN CHERAS JAYA BALAKONG 43200 SELANGOR",,03 - 90769180,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
