CONAME,BIZADD,DATE_SCRAPED,HREF,EMAIL,TEL,FAILMSG 
POWER BIOTECHNOLOGIES SDN BHD,"24, JALAN TEMENGGUNG AHMAD  MUAR 84000 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36515&sid=A73DE9AFE06C839DFFA93450FE48B844,nasirwise@yahoo.com,06 - 9536958,
JEFI BIOMARINE SDN BHD,"1760, PERMATANG TINGGI SIMPANG AMPAT  14100 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48867&sid=DC045E538583750075AF6FE8C7248CB1,frances@jefi.com.my,04 - 5887377,
MILLENEO (ASIA) SDN BHD,"PENTHOUSE, LEVEL 26 TOWER 2,ETIQA TWINS 11 JALAN PINANG 50450 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33885&sid=97E460E7843FE2AF4B171C207DBDEE85,kelly@milleneo.asia,03 - 92079757,
BE BIOMARINE SDN BHD,"H-8-3, BAY AVENUE LORONG BAYAN INDAH 2 BAYAN LEPAS 11900 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48896&sid=F3458377372C26FC05D780B3F439429C,assavani@hotmail.com,04 - 6469813,
DADFAA BERKAT ENTERPRISE,"15-16, BLOCK C, KOMPLEKS KILANG SME BANK JALAN WAWASAN UTAMA, KAWASAN PERINDUSTRIAN SRI GADING 2 SRI GADING 83000 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43081&sid=17CCE0949AAE023D9E9342E857AB1451,dadfaa@gmail.com,07 - 4559008,
SENG FONG LEONG MARKETING SDN BHD,"LOT 10, KG RAJA CAMERON HIGHLANDS  39010 PAHANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35354&sid=ABE6FB2B7137E2F70E4B3FA5352FDB7C,sengfongleong@gmail.com,05 - 4981188,
ELISA FOOD TRADING,P.O. BOX 16410 KOTA KINABALU  88870 SABAH,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6830&sid=DDEED383C75FC8D779D3D11F32059018,elijah97@live.com,088 - 718314,
TARAF WANGSA SDN BHD,"9-3A & 9-3B, JALAN PJU 1/3B SUNWAYMAS COMMERCIAL CENTRE  47310 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50941&sid=AB030E0B5906EA2EFD220EF28D0731FC,eric.bmarowana@hotmail.com,03 - 56315104,
TAPROBANE RESOURCES & CONSULTANCY SDN BHD,"A-3-02A, SME TECHNOPRENEUR CENTRE CYBERJAYA 2 2260, JALAN USAHAWAN 1 CYBERJAYA 63000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41178&sid=314E0184C40319A9568ABD74C4C951BC,ops@taprobaneresources.com,03 - 83180442,
MAG SELECTION SDN BHD,H-8-3 BAY AVENUE LORONG BAYAN INDAH 2 BAYAN LEPAS 11900 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48890&sid=BEDFDB47A30148C075752F35A66DAC2D,magselectionsdnbhd@gmail.com,04 - 6469813,
SOUTH BAY SDN BHD,"H-8-3, BAY AVENUE LORONG BAYAN INDAH 2  11900 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=49676&sid=524E5329352551190D08CA9A90E0DC2E,assavani@hotmail.com,04 - 6469813,
SYARIKAT WAWASAN ANAK TUMPAT SDN BHD,64 JALAN KG ATTAP  50460 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37629&sid=D5A116E4DCB1BE04DAE0FBB403351F7F,rose@bloomingdale.com.my,03 - 22748796,
NESNAN LOGICTICS SDN BHD,"LOT 10437 JALAN SUNGAI JATI, BATU 5 KLANG 41200 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51369&sid=1CACB2BDDBE7C810C2BFC64BDDB3784B,info.nesnanlogistics@gmail.com,03 - 51610724,
TERENGGANU PRODUCE CORPORATION SDN BHD,"50, JALAN PJU 1A/14 TAMAN PERINDUSTRIAN JAYA  46050 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15491&sid=593D361D91C3553605725BE9731751D7,globalagro08@yahoo.com,03 - 78456188,
AR-RAUDHAH BIOTECH FARM SDN BHD,"21-2,JALAN 2/76C DESA PANDAN  55100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41432&sid=94FEA42189809D0A8033B7488BA5080F,info@arraudhahbiotech.com,03 - 92876371,
JP FEED TECHNOLOGY SDN BHD,"30 LORONG SERULING 5 KAW PERUSAHAAN VALDOR SG BAKAP,SEBERANG PERAI SELATAN 14200 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50583&sid=00B1F7746C1166E8856E32256170D70E,slwong6528@hotmail.com,04 - 5826333,
LTS RESOURCES VENTURE,"2B, BANGUNAN MPSP JALAN PASAR SG PETANI 08000 KEDAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43361&sid=3DD5815D2CBFE8E0A9045DB1EBDAF32F,tauseong@yahoo.co.uk,04 - 4224578,
NURANI BERKAT AGRO SDN BHD,"LOT 1892, TINGKAT BAWAH JALAN SULTAN YAHYA PETRA, KG LUNDANG KOTA BHARU 15150 KELANTAN",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40731&sid=43F32558F20C649573DC326BEF5FC635,zaidi.nuraniberkat@gmail.com,09 - 7181751,
SEA MASTER TRADING CO. SDN BHD,"2446, MUKIM SATU SOLOK PERUSAHAAN SATU KAW PERUSAHAAN PRAI, PRAI 13600 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8842&sid=8AC75413E0FF94A6D87C44267D94AF87,seamt@texchem-smt.com,04 - 3908593,
AQUA LEISURE SDN BHD,"1297, JALAN SRI PUTRI 3/5 TAMAN PUTRI KULAI KULAI 81000 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5970&sid=C64CE4B593B8A89E9334B8180BE91C0A,sales@aqleisure.com.my,07 - 6630970,
SRI BINAMAN SDN. BHD.,WISMA SRI BINAMAN NO. 3 JALAN 6 TAMAN BATU 68100 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43439&sid=EFF73BD154D103880B7AE689B52AB970,sbinaman@tm.net.my,03 - 61893368,
SERBA WANGI SDN BHD,"450, 1ST FLOOR JALAN RAJA ALOR STAR 05000 KEDAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11103&sid=7C50C7055E8ADAA8476AB4827D46A4E0,info@malaysiarice.com,04 - 7355620,
INTEGRATED BUMI AQUARIUM EXPRESS SDN BHD,"32-1D, JALAN 28/70A DESA SRI HARTAMAS  50480 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43532&sid=6813C808A315B052A83B517E5F4DE657,ibaesbmail@gmail.com,03 - 23001442,
G SWIFT EXPORT SDN BHD,"5-2 JALAN USJ 1/1A, REGALIA BUSINESS CENTRE SUBANG JAYA 47620 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43969&sid=DEAC4B0D8C8D7FA11F007EC0EC0A9597,nukltd@gmail.com,03 - 80242481,
ARJI ENTERPRISE IMPORT EXPORT AGENT,"29, JALAN IMPIAN GEMILANG 1/7 SAUJANA IMPIAN KAJANG 43000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5321&sid=7C242FC14A12608BB44C30FADCC7470E,ghadzali@hotmail.com,03 - 87375292,
SMART XS CONSULTANT SDN BHD,"6 A, JALAN TUN MOHD FUAD 2 TAMAN TUN DR ISMAIL  60000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15552&sid=ACBC6ABE0F4CD85CC032ED7CA221F877,admin@smartxs.com.my,03 - 77255780,
JTP TRADING SDN BHD,"39A, JALAN PERANG TAMAN PELANGI JOHOR BAHRU 80400 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10362&sid=F1634A7A14496B9B14996DC036527FE3,info@jtp.com.my,07 - 3333776,
CITY MARINE PRODUCTS SDN BHD,132(BAWAH) PRSN PM/1 PUSAT BANDAR SERI MANJUNG SERI MANJUNG 32040 PERAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43957&sid=454E5A87576E723791FB4AE71BB4C20E,ctymarine@hotmail.com,05 - 6883032,
SELANGOR OIL PALM INDUSTRIES CORPORATION SDN BHD,TINGKAT 10 WISMA PKNS PERSIARAN PERBANDARAN SECTION 14 SHAH ALAM 40675 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15695&sid=81C0A9EC036596BE7882DC4CAE61610B,eilla_donan@yahoo.com,03 - 32720020,
UNITED TIJARAH CORPORATION (M) SDN BHD,"233-B, JALAN BANDAR 13 PUSAT BANDAR MELAWATI  53100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14716&sid=5D4BC9A356C423EC13DC78A38C2AADB0,info@unitedtijarah.com,03 - 41474210,
EXCELFIRST PROMINENT SDN BHD,"A-7-2, KIARAMAS SUTERA JLN DESA KIARA, BUKITKIARA 50480   50480 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12039&sid=796513E70EE25F2F839F8C734C205DA3,info@kenkorealorganic.com,03 - 62039936,
SRI MILLENIUM RESOURCES SDN BHD,"13, JALAN LAWRENCE LAW TAMAN TAYNTON VIEW CHERAS 56000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46653&sid=7FC3231E7BDF8AF33A8885AA337C58C5,enquiry.srimr@srimr.com.my,03 - 91394029,
UNI BIO PLANTS SDN BHD,FRIM-MTDC TECHNOLOGY CENTRE FOREST RESEARCH INSTITUTE MALAYSIA KEPONG 52109 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52340&sid=0B00DF4E7274CC8457A9917922486C7E,unibioplants@gmail.com,03 - 62728706,
BAY EAST HATCHERY,"H-8-3, BAY AVENUE LORONG BAYAN INDAH 2 BAYAN LEPAS 11900 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12301&sid=B4AAF49121D29ADC37ED3292755660E7,assavani@hotmail.com,012 - 4090200,
SAZNOR RESOURCES SDN BHD,17 JALAN 9/23E TAMAN DANAU KOTA SETAPAK 53300 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52364&sid=00DE49124D9C2AFDFEE4FB1F59B670F9,suzana.saznor@gmail.com,03 - 41423715,
WARISAN GAGAH SDN BHD,"TB 3253, 1ST FLOOR, BLOCK B PERTAMA COMMERCIAL CENTRE, APAS ROAD TAWAU 91000 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42526&sid=A02638DE8AF9E83ABD9B662EE1E69C6E,wgseaweed@gmail.com,03 - 33243041,
AL MASRIE ENTERPRISE,"7, LORONG 12/12B PETALING JAYA MALAYSIA 46200 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43092&sid=AE3A2C0AA55DD85D6E3C4F1EA8E035BB,almasrienterprise@yahoo.com,03 - 61270946,
JALUR SALJU SDN BHD,"25-2, JALAN PJS 3/59 SRI MANJA SQUARE 2 TAMAN SRI MANJA 46000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51651&sid=9A1EF60C42E929BF336C4091BFC36D3F,jalursalju@yahoo.com,03 - 77820518,
BIOGROW RESOURCES SDN BHD,"LOT 506, JALAN PELABUHAN UTARA BANDAR SULTAN SULEIMAN PELABUHAN KLANG 42000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50755&sid=291C24E2C36D9044EE5798C8EB16D5BB,hwk-biogrow@hotmail.com,012 - 3537283,
RATYH GLOBAL,9 JLN TTJ S 3/1 TMN TUANKU JAFFAR SEREMBAN 71450 NEGERI SEMBILAN,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54962&sid=544217BD074E257F38BFAD65843FA88E,tradehouse@ratyhcorp.com,06 - 6778304,
SUNZEN CORPORATION SDN BHD,"11, JALAN ANGGERIK MOKARA 31/47 KOTA KEMUNING SHAH ALAM 40460 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54970&sid=6AE0AFCA81EBE79B1FE3B5A2F32D5680,tanksdr@yahoo.com,03 - 51218998,
MARINE BOTANICALS SDN BHD,"3RD FLOOR, LOT35, BLOCK D LORONG POKOK KAYU MANIS 2 DAMAI PLAZA PHASE IV, LUYANG 88300 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36431&sid=239F883A6A51C412C552819CF749F7C7,gankiantee@gmail.com,088 - 261637,
SUNZEN LIFESCIENCES SDN BHD,"11, JALAN ANGGERIK MOKARA 31/47 KOTA KEMUNING SHAH ALAM 40460 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55453&sid=FA952AF315C7DC8FCC209C448214E135,drfong22@yahoo.com,03 - 51218998,
BEST GOATS & SHEEP SDN BHD,2 JALAN USJ 6/6P SUBANG JAYA  47610 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13828&sid=1C9C1977D7EFB292D0A8ACC60F386278,razak@emagineers.com.my,03 - 80236303,
LE MOON SDN BHD,"LOT 5747, KIDAMAI INDUSTRIAL PARK BUKIT ANGKAT KAJANG 43000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56354&sid=32B1A669E418E64DDB56FB7BB1AECF37,bnd@lemoonsb.com,03 - 87386030,
HOCK WEE NURSERIES SDN BHD,"BILIK 201, TKT 2 52B JLN SUTERA TAMAN SENTOSA, JOHOR BAHRU 80150 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9635&sid=351F2E04609ADBCB49FD456DDF0A8B5F,cheewee@hockwee.com,07 - 8836291,
PERFECT RHYTHM SDN BHD,"116-11-4, PINES CONDO JALAN SULTAN ABDUL SAMAD BRICKFIELDS 50470 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36150&sid=8F817FBEABD3B1F25991DA9357D0243D,pgunaysk@gmail.com,03 - 22725079,
CAMERON BHARAT PLANTATIONS SDN BHD,"15 & 16, MAIN ROAD, TANAH RATA CAMERON HIGHLANDS PAHANG 39000 PAHANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65822&sid=DAAC15181C6804CDA734747259345C88,enquiry@bharattea.com.my,05 - 4911133,
HITECH FOOD INDUSTRY,"104, JALAN SEMANGAT 25/8 TAMAN SRI MUDA SHAH ALAM 40400 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37105&sid=E834F3A47E89B54D42982E4A23582ABC,msselvam@hotmail.com,017 - 6461603,
KOAKI ENTERPRISE SDN BHD,"17, JALAN SERULING 58 TAMAN KLANG JAYA KLANG 41200 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66121&sid=15E8B64770593CE81AB76DC76257D8F1,koakient@gmail.com,03 - 33238463,
GREENEARTH (SABAH) SDN BHD,35 JALAN SULTAN ALAM SHAH BANTING 42700 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66208&sid=751CF85383D2DE1C87D25672EC70540F,greenearthsabah@gmail.com,03 - 31879393,
SIM-SUN MARKETING SDN BHD,"B-2-1 MENARA KIP NO 1 JLN SERI UTARA 1, SRI UTARA OFF JLN IPOH 68100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10461&sid=37B422B74FB73E3129323ADD58D5DF2E,simsun.marketing@gmail.com,03 - 62599953,
PHYTOGOLD SDN BHD,"B5-3, BLOCK NITRON-EKSON UKM-MTDC TECHNOLOGY CENTRE  43650 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66674&sid=07784FDC04416830BAB36237D72A111F,nazrilokman@gmail.com,010 - 7873667,
WATANWAJA AGROFARM (M) SDN BHD,3 JALAN SURAU TENGAH SIMPANG 5 BAROH SUNGAI BESAR 45300 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37432&sid=C26C807340631C4AEEE757031E96FC7F,syzulkifli@gmail.com,03 - 41082112,
AYAM A1 FOOD PROCESSING SDN BHD,"3RD FLOOR, WISMA WESTCOURT 126, JALAN KELANG LAMA  58000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8548&sid=24B4CA4937E64E7910709719C95F6197,ayama1_info@lhhb.com,03 - 79808086,
GREENEARTH COMPOST SDN BHD,"35, JALAN SULTAN ALAM SHAH BANTING  42700 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37022&sid=A19EA0B561571FA2DDE675E6C9E1ECC4,info@greenearthintlholdings.com,03 - 31871122,
RICMOND VIRGINIA TOBACCO SDN BHD,"E-5-4, MEGAN AVENUE 1 189 JALAN TUN RAZAK 50400 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67254&sid=4BB06E6707BCBEE837F80AF810821918,richmondvirginiatobacco@gmail.com,03 - 21616333,
SUNLIGHT SEAFOOD SDN BHD,LOT 2299 JALAN SYARIKAT NELAYAN 3 PANTAI REMIS 32000 PERAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=49574&sid=941C42012A79808928E8D461459BD89B,cc.sim@sunlightseafood.com,05 - 6881113,
SUNLIGHT FLOWERS FARM SDN BHD,B 31 BERTAM VALLY RINGLET CAMERON HIGHLANDS 39200 PAHANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67136&sid=B35D88240A9E3889D1613F1AD42D0268,kwterence@gmail.com,05 - 4956882,
BUMIDOTCOM SDN BHD,"WISMA DH,NO 31 LEVEL 3 BLOCK F, PLATINUM WALK NO 2 JALAN LANGKAWI SETAPAK KUALA LUMPUR 53300 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62357&sid=7AF613A9A42DD16EDA503065CEC2158F,sales.bumidotcom@gmail.com,03 - 41421251,
UNIPRAWN SDN BHD,260A JALAN SATU A KAMPUNG BARU SUBANG 40150 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63058&sid=FC3541FD9CDADA3DF956BD547F999F88,aquatics@streamyx.com,03 - 78463559,
TEMANSE AQUACULTURE SDN BHD,"69, JALAN RAJA ABDULLAH KAMPUNG BARU  50300 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33850&sid=0A02A864B74B840CD0399100B5079DC2,enquiries@temanse.com,09 - 6625942,
MARBLE GOBY ENTERPRISE,"LOT SA0113, JALAN UP1/1B UKAY PERDANA AMPANG 68000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36935&sid=133FE710D2DD0023EE1A29A7D518894A,mgasaqua@ymail.com,013 - 3851190,
LITA ENTERPRISE,"1049, JALAN MAWAR 8, TAMAN PERMIN JAYA CENDERING, KUALA TERENGGANU  21080 TERENGGANU",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52792&sid=0A31C82CAEF633F658A7001B7741DDF2,lita3368@hotmail.com,09 - 6173395,
SHIKIN SRI PERMAI ENTERPRISE,"E-G11, SURIA SHOP LOT, JLN PJU 10/4C DAMANSARA DAMAI PETALING JAYA 47830 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63621&sid=279FD8FEA484F6A1178B6539428B22CF,sshakirin88@gmail.com,013 - 9471895,
SEAMAX RESOURCES SDN BHD,"1-2,TINGKAT 2 JALAN 9/9C SECTION 9 BANDAR BARU BANGI 43650 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63069&sid=FB25621E14090419EA45A9C9153FDBF1,admin@seamaxresources.com,03 - 89250133,
RE MILLENNIUM SDN BHD,"1E, 5TH FLOOR, BLOCK 2 WORLDWIDE BUSINESS PARK JALAN TINJU 13/50, SHAH ALAM 40675 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=49756&sid=0F8C2EAA0B9FF978B6C9EF8E6459108B,reminfo1@gmail.com,03 - 55134504,
KLAS FARM SDN BHD,APT. A17 TINGKAT 1 TAMPIN SQUARE TAMPIN 73000 NEGERI SEMBILAN,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63729&sid=B41DD227549F961241D59BC485687F81,shafieabdulmajid@gmail.com,06 - 4411441,
VIGOR AGRIBIOTECH SOLUTIONS SDN BHD,"18A, JALAN KUNDANG 13 TAMAN BUKIT PASIR BATU PAHAT 83000 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59982&sid=8380BCA317D34097E0FC777A759CADFC,vigorabs@gmail.com,07 - 4312936,
ALPPHAA TRADING,"43, JALAN TITIWANGSA 19 TAMAN TAMPOI INDAH JOHOR BAHRU 81200 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58070&sid=B9CB617AFC4CEFBA82EEE9586B8530E7,ALPPHAATRADING@YAHOO.COM,07 - 2344636,
REAL FOOD EXPERIENCE SDN BHD,"13-3, JALAN SP 2/8 TAMAN SERDANG PERDANA SERI KEMBANGAN 43300 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63946&sid=C7A9E95CF7673A7511AF05DEB97DD337,pierre.dudley@gmail.com,012 - 3897242,
SUNGREEN ORGANICS SDN BHD,"3, JALAN SRI MAJU 1 TAMAN SRI MAJU PONTIAN 82000 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63948&sid=9C30B8142AB7EB41388C0274CAE0DEF5,enquiry@sungreen.com.my,07 - 6868078,
TUKANG BESI KIM LEE SENG SDN BHD,"PT 9437, JALAN SUKEPI KAMPUNG JENJAROM JENJAROM 42600 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63906&sid=65448FB1D70FF7BD3DAEC12511BA3BEA,tukangbesi_kls@yahoo.com,03 - 31916518,
VITEX INDUSTRIES SDN BHD,"C-7-3, 7TH FLOOR BLOCK C 12, JALAN YAP KWAN SENG 50450 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16713&sid=FB58C5C15CB43D95D7F851A4255189F4,tamnusha@malaysianagro.com,03 - 27100277,
MPR MANUFACTURING SDN BHD,11A JALAN KELUMPANG 27/41A HICOM TOWN CENTRE SEKSYEN 27 40400 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10895&sid=6F3A65E153BF4A5D238C501956138E54,info@impra.com.my,03 - 51918200,
LAKUDANG (M) SDN. BHD.,"PLOT 25, JALAN KUALA KURAU SIMPANG LIMA PARIT BUNTAR 34200 PERAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37855&sid=25E228542DCA5CE24986B4A5942448EF,nor96_hr@yahoo.com.my,05 - 7160058,
G BIOTECH SDN BHD,99-2 JALAN PUTERI 5/7 BANDAR PUTERI PUCHONG  47100 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=49491&sid=FFEAB2CEFC46C9615007B2F79A4F59BC,sg@g3.my,03 - 80628449,
CHEN SEN FOOD PRODUCT (MUAR) SENDIRIAN BERHAD,SIMPANG EMPAT JERAM JALAN BAKRI MUAR 84000 JOHOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7976&sid=C0FAAFCD0C7D383F6CF1566EB581B26A,y_b_siah@hotmail.com,06 - 9868337,
ODISI FISHERIES SDN BHD,A-3-2 MEGAN PHONIX CHERAS 56000 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64263&sid=AFD07F29BC1A2A09B54E3B53831E2915,fauzimaail@gmail.com,03 - 91025772,
NEST WORLD SDN BHD,31 JALAN IBRAHIM KOTA TINGGI 81900 JOHOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41740&sid=7AD366BAA089E782B2EE69FC4346C562,nestworld.my@gmail.com,07 - 8836222,
NYET WENG HORTICULTURE SDN BHD,39 JALAN MAAROF BANGSAR 59100 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63731&sid=36444C14E52AD087803808D90A1AE08A,karweng76@gmail.com,03 - 22888899,
ALM TRADING SDN BHD,DEPOH AIRPORT LIMO JALAN DAGANG OFF JALAN PEKELILING KUALA LUMPUR INTERNATIONAL AIRPORT 64000 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64554&sid=A537D06DE0392407B2D7A1CE23173F0E,noorazman@almgroup.my,03 - 87874496,
HANNAN SEAFARMER SDN BHD,A-2-1 MEGAN PHOENIX CHERAS 56000 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64391&sid=F86BF593933FCCA04451B148C595CEB8,admin@hannancorp.com,03 - 91025772,
