BIZADD,EMAIL,DATE_SCRAPED,CONAME,FAILMSG,TEL,HREF 
"2435, LORONG PERUSAHAAN 12 PRAI INDUSTRIAL ESTATE  13600 PULAU PINANG",ting.kokkeong@southsteel.com,'2017-08-02,SOUTHERN STEEL BERHAD,,04 - 3906540,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37222&sid=0EABC0E97F5C461F9CC345144C46A25D
"40, JALAN TAMING ENAM TAMING JAYA INDUSTRIAL AREA OFF JALAN BALAKONG 43300 SELANGOR",tremendousindustries@gmail.com,'2017-08-02,TREMENDOUS INDUSTRIES SDN BHD,,03 - 89612168,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14264&sid=D078951D465C764B4048E67D093C2F32
"187, LEBUH PANTAI 10300 PULAU PINANG   11600 PULAU PINANG",admin@valeshade.com.au,'2017-08-02,VALESHADE SDN BHD,,04 - 2620855,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37301&sid=FB4C0DFC0759C059F43B431CE800EA6A
"35 & 35A, LINTASAN PERAJURIT 17 TAMAN PERDAGANGAN & PERINDUSTRIAN IPOH IPOH 31400 PERAK",srttruss@gmail.com,'2017-08-02,SRT BUILDING SYSTEMS SDN BHD,,05 - 5423041,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37296&sid=0F8E94612977A3302FD7B9F56A9A4A78
"10-6-1, 6TH FLOOR, QUEEN'S AVENUE BLOCK 10, JALAN SHELLY 86, JALAN AMPANG 55100 KUALA LUMPUR",stuartt@tsigm.com,'2017-08-02,TSI ENGINEERING SDN BHD,,03 - 92066230,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10470&sid=4FC51E32B1B41DAFEF6CF2D0A6322053
"F-3-3, BLOCK F, PLAZA DAMAS 60, JALAN SRI HARTAMAS 1 SRI HARTAMAS 50480 KUALA LUMPUR",office.logsearch@gmail.com,'2017-08-02,LOGSEARCH SDN BHD,,03 - 62017206,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12516&sid=253791C442803F74C3689D32F8A7EA4F
"PT 538 (LOT 7878), PENEMPATAN BKT CHERAKAH MUKIM BKT RAJA SHAH ALAM 40150 SELANGOR",info@yeehup.com,'2017-08-02,YEE HUP FOAM & PACKAGING INDUSTRIES SDN BHD,,03 - 78475319,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=32210&sid=7EEFA993395145014C1062F880B4DE68
LOT 582 JALAN FOREST KG BARU SG BULOH 47000 SELANGOR,tedsoonken@gmail.com,'2017-08-02,TEDSOONKEN SDN BHD,,03 - 61566250,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39469&sid=85F9BB9739FB94239669D1B72373CDF4
"LOT 50,  LOKKAWI INDUSTRIAL ESTATE PAPAR, KOTA KINABALU  88200 SABAH",glimex@tm.net.my,'2017-08-02,GLIMEX CORPORATION SDN BHD,,088 - 754759,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6998&sid=BAB24DD06A8304A5CD1E1B20F0193010
LOT 46219 JALAN ULU YAM SG TUA BATU CAVES 68100 SELANGOR,iiesb88@yahoo.com,'2017-08-02,ITEM INDUSTRIAL ENGINEERING SDN BHD,,03 - 61852559,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3401&sid=1F6FB8D85462462821DC05401F4EA874
"30, JALAN SAN PENG   55200 KUALA LUMPUR",naruto_bfh722@yahoo.com,'2017-08-02,C X E MARKETING SDN BHD,,03 - 92231263,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34358&sid=9A7709B75973920E20A538CA9634E082
3 JALAN DESA BAHAGIA TAMAN DESA 58100 KUALA LUMPUR,ostable@hotmail.com,'2017-08-02,O-STABLE PANEL OVERSEAS SDN BHD,,03 - 79829711,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33689&sid=7E310BBF779B6C95872FE83D40B4D32E
"30, JALAN SAN PENG   55200 KUALA LUMPUR",naruto_bfh722@yahoo.com,'2017-08-02,CHOONG XING ENTERPRISE,,03 - 92231263,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34372&sid=E2DED650FE3BF03918A18E68682685F8
SUITE 07-16 7FLOOR MENARA TKSS 206 JALAN SEGAMBUT 51200 KUALA LUMPUR,sales@absmalaysia.com,'2017-08-02,ADVANCED BOLTING SYSTEMS (M) SDN BHD,,03 - 62595782,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40704&sid=C41833F246517DA7B8322EAAD7EDA887
"9TH FLOOR, MAJU TOWER 1001 JALAN SULTAN ISMAIL  50250 KUALA LUMPUR",timothylim@ipmuda.com.my,'2017-08-02,IPMUDA BERHAD,,03 - 27192828,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35368&sid=F2988159D87FDE3678692F8D9573B263
"LOT 3 & 5, JALAN WAJA 14 KAW PERINDUSTRIAN TELOK PANGLIMA GARANG TELOK PANGLIMA GARANG 42500 SELANGOR",jason@fimasfitting.com,'2017-08-02,RESINTECH PLASTICS (M) SDN BHD,,03 - 31222422,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4473&sid=679DB868573D0C98E73B37E50B938F05
LOT 9 & 10 AIR KEROH INDUSTRIAL ESTATE JALAN USAHA 4 75450 MELAKA,hafizah.m@sanmiguelwoven.com,'2017-08-02,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,,06 - 2323898,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3420&sid=829F93D821A242CD122A779CCD2CD783
"47, JALAN 9/23E TAMAN DANAU KOTA OFF JALAN GENTING KELANG 53300 KUALA LUMPUR",cjsb@cjcentre.com,'2017-08-02,CEKAP JATI SDN BHD,,03 - 41430455,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11695&sid=12C2381548461EB95E9D853C827A8B36
"15A, JALAN SG 3/4 PUSAT BANDAR SRI GOMBAK BATU CAVES 68100 SELANGOR",muddy.nucleo@gmail.com,'2017-08-02,NUCLEO SDN BHD,,03 - 61868541,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41116&sid=1A8B3D064D6A4018DA5DAE8752A7D907
2 1/2 MILE JALAN TAMPIN GEMAS 73400 NEGERI SEMBILAN,eptimber@yahoo.com,'2017-08-02,EVER PRIME TIMBER INDUSTRY PRODUCTS SDN BHD,,07 - 9481144,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2810&sid=2DBA238ED14052B869A52F23D5F37A14
"67, JALAN 30A/119 TAMAN TAYNTON VIEW 6TH MILE, CHERAS 56000 KUALA LUMPUR",age@agesb.com,'2017-08-02,ASSOCIATED GEO ENGINEERING SDN BHD,,03 - 91317746,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12538&sid=C2E3696D0770C5F910203D04DA98CB3F
"6C,  PERSIARAN GREENTOWN 1 PUSAT PERDAGANGAN GREENTOWN IPOH 30450 PERAK",marketing@utworldwide.com,'2017-08-02,UT WORLDWIDE SDN BHD,,05 - 2418041,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2182&sid=AAF46893A0F64FD545598DFEE8720F09
"4A, BLOCK C, PRIME SUBANG LIGHT INDUSTRI JALAN SUBANG 3 SUBANG JAYA 47610 SELANGOR",techcsb@streamyx.com,'2017-08-02,TECHNICAL RESOURCES SDN BHD,,03 - 56346728,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6467&sid=FFC1CB1FF30E695AC93317ADD6559940
"1, JALAN MUAFAKAT TAMAN KSM, BATU ANAM SEGAMAT 85100 JOHOR",rimbatimor888@yahoo.com.my,'2017-08-02,KILANG PAPAN RIMBA TIMOR (JOHOR) SDN BHD,,07 - 9497968,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15168&sid=BA150863C31FFE6CF34E8B4926371988
"23, JALAN 35 KAW 16, SUNGAI RASA KLANG 41300 SELANGOR",tmi_my1@yahoo.com,'2017-08-02,TMI EDAR SDN BHD,,03 - 33436112,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9511&sid=F67D21CD4F14B480804B35568E8116DC
"2, JALAN SEGAMBUT PUSAT   51200 KUALA LUMPUR",umscorp@umsh.com,'2017-08-02,UMS CORPORATION SDN BHD,,03 - 62587211,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4090&sid=828ADE9345A598C991D8BABA4646F763
"LOT PT 14274, JALAN SU8 PERSIARAN TENGKU AMPUAN SHAH ALAM 40400 SELANGOR",csa@channelsystemsasia.com.my,'2017-08-02,CHANNEL SYSTEMS ASIA SDN BHD,,03 - 51922643,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7198&sid=318F27E55E0AA3A1F6DE31B40F4F1A76
"4, JALAN PERMATA TAMAN INTAN BATU PAHAT 83000 JOHOR",h.shengching@yahoo.com,'2017-08-02,SYNHZ ENTERPRISE SDN BHD,,07 - 4338668,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14209&sid=90450DABE5899795AEF74A4833D8A4CA
"LOT  11, JALAN PERUSAHAN 17TH MILE RAWANG DAERAH GOMBAK, TST 17  48009 SELANGOR",tsb_hardware@yahoo.com,'2017-08-02,T.S.B. HARDWARE SDN BHD,,03 - 60914507,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8479&sid=D0346797E703A1CA792B90F2F9BFFAA1
45-1 JALAN PUTERI 2/3 BANDAR PUTERI PUCHONG 47100 SELANGOR,umen@umen.com.my,'2017-08-02,UMEN HOLDINGS SDN BHD,,03 - 80635001,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14181&sid=784044F015EE1020D0EE72FE9F31EAEA
"2, PERSIARAN KUALA LANGAT SECTION 27 SHAH ALAM 40400 SELANGOR",puri@mettube.com,'2017-08-02,METTUBE SDN BHD,,03 - 51023288,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11628&sid=44145F18310E41CC2B03905263DBFF67
"18, PERSIARAN PERUSAHAAN KLEDANG UTARA 1/1 KAW PERINDUSTRIAN CHANDAN RAYA, MENGLEMBU IPOH 31450 PERAK",power_engworks@yahoo.com,'2017-08-02,POWER ENGINEERING WORKS,,05 - 2826036,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35471&sid=E522294959E2704BC5803B1E046BE428
"PLOT 66, LINTANG BAYAN LEPAS 6 BAYAN LEPAS INDUSTRIAL ESTATE BAYAN LEPAS 11900 PULAU PINANG",chuake@isns.com.my,'2017-08-02,ISNS HOLDINGS SDN BHD,,04 - 6443839,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9919&sid=0A4D991579BAB7128A5877244B40E44C
"17, LALUAN KANGSAR 4 JALAN KUALA KANGSAR IPOH 30010 PERAK",sinharp@tm.net.my,'2017-08-02,SIN HARP ENTERPRISE SDN BHD,,05 - 5063388,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9551&sid=D4CC8B0941D11AEF30013EE640CADB3F
"2-2-2, BLOCK B JALAN 3/50, DIAMOND SQUARE OFF JALAN GOMBAK 50300 KUALA LUMPUR",mbistari@yahoo.com,'2017-08-02,MISI BISTARI TECHNOLOGY (M) SDN BHD,,03 - 40232317,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14781&sid=BB90ADBC0DE8C785FDD35F3B2889A77D
"LOT 598 KAW PERINDUSTRIAN PKNS PANDAMARAN, PORT KLANG 42000 SELANGOR",faridhd@sapuraindustrial.com.my,'2017-08-02,SAPURA AUTOMOTIVE INDUSTRIES SDN BHD,,03 - 89263610,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11648&sid=6440F69AC29D8BB74AFFD41D40E17F41
23 KJ TECHNO INDUSTRIAL PARK LORONG SERI GAMBUT 1 OFF JALAN KEBUN KLANG 41100 SELANGOR,foong.lawrence@gmail.com,'2017-08-02,DE SKYLIGHT ROOFING SDN BHD,,03 - 51627880,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37747&sid=7CD2280B666CA239AA992346F7AEDBE5
LOT 2 JALAN 27B KG CHERAS BARU 56100 KUALA LUMPUR,info@chinlup.com,'2017-08-02,CHIN LUP ENGINEERING & CONSTRUCTION,,03 - 42965529,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37627&sid=76233D0A96BE82878440AC56DB64B2BD
PETI SURAT BIL 20173 LUYANG  88758 SABAH,jaimin_samitah@yahoo.com.my,'2017-08-02,JAINI RESOURCES & DEVELOPMENT SDN BHD,,088 - 879677,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37578&sid=B79F326B900DFA7E189053A77E398CA5
"NO 12A, JALAN DEDAP 13 TAMAN JOHOR JAYA JOHOR 81100 JOHOR",info@mechem.biz,'2017-08-02,MECHEM ENGINEERING SDN BHD,,07 - 3551209,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33585&sid=438C376ED215138B731BBA8479B921BF
"7-3, JALAN USJ 9/5P SUBANG BUSINESS CENTRE SUBANG JAYA 47620 SELANGOR",besroc_superflat@yahoo.com,'2017-08-02,BESTEN FELSEN (M) SDN BHD,,03 - 80238116,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38468&sid=684613BC2AC44D97D801BB8957B53B0D
NO 2C-2-3A JLN RAWANG MUTIARA 3 RAWANG MUTIARA BUSINESS CENTRE 2 RAWANG 48000 SELANGOR,cu_sb@streamyx.com,'2017-08-02,COSMIC LAMIFOIL SDN BHD,,03 - 60937248,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35690&sid=6362505BEB98D9594A63A0D64B98A009
922-AA SIMPANG TOK KU KGWAKAF BERUAS KUALA TERENGGANU TERENGGANU 20050 TERENGGANU,adnie.ibramshah@gmail.com,'2017-08-02,CLASSIC PRESTIGE SDN BHD,,09 - 6221757,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38453&sid=9E47EF07A2BC2AE8099D3B0EE7221EBE
"190, PERSIARAN GURNEY   10250 PULAU PINANG",info@duramitt.com,'2017-08-02,MAXI FIBRE SDN BHD,,04 - 2277372,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13821&sid=BDA08163FF52020B810B5C582FBB80BD
"11, JALAN TS 6/8 TAMAN INDUSTRI SUBANG JAYA SUBANG JAYA 47510 SELANGOR",scsee@kkct.com.my,'2017-08-02,KK COMPOSITE TECHNOLOGY SDN BHD,,03 - 56381992,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38522&sid=4036899E459E461580B09FE922313FE2
"27, JALAN APOLLO U5/187, BANDAR PINGGIRAN SUBANG SECTION U5, SHAH ALAM 40150 SELANGOR",cerakhat@gmail.com,'2017-08-02,CERA KHAT SDN BHD,,017 - 3141121,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5989&sid=BCDE81DB5AD65BAFF67AB44C954ACF92
WISMA SRI BINAMAN NO. 3 JALAN 6 TAMAN BATU 68100 SELANGOR,sbinaman@tm.net.my,'2017-08-02,SRI BINAMAN SDN. BHD.,,03 - 61893368,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43439&sid=EFF73BD154D103880B7AE689B52AB970
"25A, JALAN PSB 10A TAMAN INDUSTRI SG BULOH SG BULOH 47000 SELANGOR",taisunco@tm.net.my,'2017-08-02,OJI SCREENS SDN BHD,,03 - 61573888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9295&sid=A7B52CFC7A04232FBEBAC933F2E1BF87
"80, JALAN 2/10B SPRING CREST INDUSTRIAL PARK BATU CAVES 68100 SELANGOR",sales@starrolling.com.my,'2017-08-02,STAR ROLLING SHUTTER SDN BHD,,03 - 61890332,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38526&sid=039E633A73F7B8CD86AC4538B545FDD4
"LOT 13, JALAN IMPIAN TAMAN IMPIAN EHSAN SERI KEMBANGAN 43300 SELANGOR",mmm@mastermaterials.com,'2017-08-02,MASTER MATERIALS MANUFACTURING SDN BHD,,03 - 89613798,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2270&sid=A868276535AC12D464207B3AADB657A4
"LOT 6479, LORONG SG. PULUH 6 MILE, JALAN KAPAR KLANG 42100 SELANGOR",ykgi@ykgi.com.my,'2017-08-02,YUNG KONG GALVANISING INDUSTRIES BHD,,082 - 433888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13121&sid=D7607AC914DCEA9DE2BA5170571A6712
"18235, JALAN LAHAT SIMPANG PULAI  31300 PERAK",shaiful@karmarstone.com,'2017-08-02,KARMARSTONE SDN BHD,,05 - 3571692,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3944&sid=92BE1DE9082242ADF139FEF38CB575DE
"LOT 9B, KAW PERINDUSTRIAN KERAMAT PULAI MUKIM SG RAIA, SIMPANG PULAI SG RAIA, IPOH 31300 PERAK",benazmar12@ymail.com,'2017-08-02,BENAZ MARBLE INDUSTRY SDN BHD,,05 - 3572568,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15737&sid=37762CCFE7115C4C173E51A2685629CA
"LOT 4808,  JALAN UTAS 15/7 SHAH ALAM INDUSTRIAL ESTATE SHAH ALAM 40000 SELANGOR",swi@southsteel.com,'2017-08-02,SOUTHERN WIRE INDUSTRIES (M) SDN  BHD,,03 - 55191501,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10473&sid=59A201EE96AFA2199E058F3435641A85
"3, JALAN BP 5/6 BANDAR BKT PUCHONG PUCHONG 47100 SELANGOR",low@torinotse.com,'2017-08-02,TSE TORINO SHOWER ENCLOSURE (M) SDN BHD,,03 - 80684630,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40722&sid=7D2B1D6EE3C17C9A2A2D3D45E04F4744
"19, JALAN BRP 6/13 BKT RAHMAN PUTRA SG BULOH 47000 SELANGOR",sales@sacstones.com,'2017-08-02,SAC GLOBAL MARKETING SDN BHD,,03 - 61426091,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10464&sid=9C99E6B605437DFB1CE1E8D95A4FCB10
LOT 9 JALAN 13/6 PETALING JAYA 46200 SELANGOR,inquiry@gtgulf.com,'2017-08-02,G T-GULF (M) SDN BHD,,03 - 79570212,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43642&sid=AE06E0E268E8D8E6E80F2E2C36A82955
"33, JALAN SELATAN 6/5 TAMAN PERINDUSTRIAN RINGGAN PULAI, SKUDAI JOHOR BAHRU 81200 JOHOR",enquiry@joncan.com,'2017-08-02,JONCAN COMPOSITES SDN BHD,,07 - 5547816,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43606&sid=DDFDA4BDD2A0611BB83359F916E299DA
"1339, TAMAN INDAH JALAN BUKIT TENGAH BUKIT MERTAJAM 14000 PULAU PINANG",uee.industrial@gmail.com,'2017-08-02,UEE INDUSTRIAL ENTERPRISE,,04 - 5088512,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44071&sid=57A520454DC9A7F7CE11A5D4B1CAEAEC
"159, G1 WISMA LAM HONG (GROUND FLOOR) JALAN SUNGAI PINANG  10150 PULAU PINANG",info@timurpapipe.com,'2017-08-02,TIMUR P.A. PIPE INDUSTRY SDN BHD,,04 - 2813000,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9505&sid=D2DC110DF32EF05556D9E07D54242ABD
12 JALAN BUNGA RAYA 14 TAMAN TASEK JAYA SEREMBAN 70400 NEGERI SEMBILAN,shahrulakram@yahoo.com,'2017-08-02,PV HI TECH SOLAR SDN BHD,,06 - 6784033,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37577&sid=79C9A466EA34629F9DF633EE19318B42
"29-1, GROUND FLOOR, JALAN PJU 1/3F SUNWAY MAS COMMERCIAL CENTRE PETALING JAYA 47301 SELANGOR",allegrowallcoverings@gmail.com,'2017-08-02,METEOR NETWORK SDN BHD,,03 - 78043682,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44230&sid=02324031F3B74BB0DD131FEEEDE0C0E4
"LOT 8, JALAN PERUSAHAAN 6 KUALA SELANGOR  45000 SELANGOR",nbd@sapuraindustrial.com.my,'2017-08-02,SAPURA-SCHULZ HYDROFORMING SDN BHD,,03 - 32891560,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11649&sid=A643900A77DA77EC6AC1F23053046726
"LOTS 22 & 24, JALAN 225 SECTION 51A PETALING JAYA 46100 SELANGOR",ak_yong@shriro.com.my,'2017-08-02,SHRIRO (MALAYSIA) SDN BHD,,03 - 78749842,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38461&sid=30C6A1ECF94D25B70234BE40242B0C32
"LOT 4-C, KAW PERINDUSTRIAN MERLIMAU MERLIMAU  77300 MELAKA",louvretec.window@gmail.com,'2017-08-02,LOUVRETEC INDUSTRIES SDN BHD,,06 - 2631570,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14534&sid=78A1284EA5D86AEE13ECC8FD3D739234
9TH FLOOR MAJU TOWER 1001 JALAN SULTAN ISMAIL 50250 KUALA LUMPUR,arch_pro@ipmuda.com.my,'2017-08-02,IPMUDA ARCHITECTECTURAL PRODUCTS SDN BHD,,03 - 27193922,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43007&sid=ACC287E9073DFBAE50775981FF8BFF47
"LOT 1298 RAWANG INDUSTRIAL ESTATE 16 ½ MILES, JALAN IPOH RAWANG 48000 SELANGOR",alantoh@prestar.com.my,'2017-08-02,PRESTAR PRECISION TUBE SDN BHD,,03 - 60925200,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37163&sid=A69029C58C955F2E116949975E82059F
"LOT 1557 KG JAYA INDUSTRIAL AREA JALAN KUSTA, SG BULOH 47000 SELANGOR",nfo@kindratech.com.my,'2017-08-02,KINDRATECH PIPES SDN BHD,,03 - 61401000,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11877&sid=653FF91D72CC8122228A13E574D9E1E0
"LEVEL 23, TOWER B MENARA UOA BANGSAR 5, JALAN BANGSAR UTAMA 1 JALAN TUN RAZAK 59000 KUALA LUMPUR",norizwan@ramunia.com,'2017-08-02,RAMUNIA FABRICATORS SDN BHD,,03 - 27879000,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13485&sid=50C4F50C1CE1EB44D939836450E77DCE
"161, JALAN 27, KAW 16 SG RASA, KLANG  41300 SELANGOR",jhnjse@tm.net.my,'2017-08-02,HUP NGAI INDUSTRY SDN BHD,,03 - 33424377,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10974&sid=C59F544FEFCDE6E91DBF1DC745A2D458
"LOT 23B, JALAN KILANG SEDCO/ KOLOMBONG INDUSTRIAL ESTATE OFF JALAN KOLOMBONG, KOTA KINABALU 88540 SABAH",ceo@axtrada.com,'2017-08-02,AXTRADA (M) SDN BHD,,088 - 499929,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46648&sid=D7152EBB6C7523B72F70E52D8AA6511C
"90, BAYAN LEPAS INDUSTRIAL PARK IV KAW PERINDUSTRIAN BAYAN LEPAS PHASE IV 11900 PULAU PINANG",cjteoh@th-steel.com,'2017-08-02,T & H STAINLESS STEEL WORKS SDN BHD,,04 - 6468622,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3504&sid=E68415147F12F1ED993988CBC43C3434
"LOT 4A KAWASAN PERINDUSTRIAN MIEL JAKAR IV,  KEMAMAN 24000 TERENGGANU",info@promat-esm.com,'2017-08-02,PROMAT ESM SDN BHD,,09 - 8684201,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4724&sid=A26C1D212BDC530A5055CB82EF5D0DF5
1 ST FLOOR 95 JALAN TUN JUGAH KUCHING 93350 SARAWAK,oracle.int@gmail.com,'2017-08-02,ORACLE LIVING SDN BHD,,082 - 4556262,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41400&sid=E8940628EA8A56386D47B0BC99B11D69
"NO. 6 & 8, JALAN TPP 1/1A, TAMAN INDUSTRI PUCHONG, 47160, PUCHONG, SELANGOR DE. MALAYSIA  47160 SELANGOR",cmchong@edmtools.com.my,'2017-08-02,INMAC EDM-TOOLS (M) SDN BHD,,+603 - 8060 8268,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16714&sid=AECA413348C70694C770C2D845F01813
LOT 1218 JALAN SERUNAI KAW PERUSAHAAN VALDOR SG BAKAP S.P.S 14200 PULAU PINANG,pschua@astino.com.my,'2017-08-02,ASTINO AGRO-HOUSE MULTI SYSTEM SDN BHD,,04 - 5822620,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=49390&sid=529710ED31999FAED46D6C2F6249EF9B
"6120,  JALAN BAGAN LALANG BUTTERWORTH  13400 PULAU PINANG",admin@siangyu.com,'2017-08-02,SIANG YU ENGINEERING HARDWARE SDN BHD,,04 - 3318708,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2452&sid=C10D3FA55EA1DFA0DF831EB9A3F2C8E8
"LOT 194, JALAN UTAS 15/7 P.O.BOX 7053 SHAH ALAM INDUSTRIAL ESTATE 40700 SELANGOR",lowph@swissma.com,'2017-08-02,SWISSMA BUILDING TECHNOLOGIES SDN BHD,,03 - 55191360,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=49639&sid=7501C36C2A666321449726C95AF8AF81
"8B, JALAN SS 21/39, DAMANSARA UTAMA PETALING JAYA  47400 SELANGOR",export@doe.com.my,'2017-08-02,POTEX INDUSTRIES SDN BHD,,03 - 77251006,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36088&sid=E466C9B8A4DB6E0A961983EB35633EB9
"KM 30, JALAN KOMPLEKS JKR, OFF JALAN TUARAN P.O.BOX 878 TUARAN 89208 SABAH",hbsuper@hotmail.com,'2017-08-02,H.B SUPER INDUSTRIES SDN BHD,,088 - 793668,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9268&sid=744EAE0CDA76BA3E606600E4DE22EF28
"7,JALAN UNGGUL 25/40 SECTION 25, TAMAN SRI MUDA SHAH ALAM 40400 SELANGOR",tbwesb@streamyx.com,'2017-08-02,TBW ENGINEERING SDN BHD,,03 - 51228997,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10671&sid=8E33BE11E296B046461F8EEFDEAAEB32
