EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL 
ehlooi@michiba.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7539&sid=533189EA510D9F3E8D515225D2342636,TRANS-JADE TRADING SDN BHD,"50,JALAN BP5/11 BANDAR BKT PUCHONG.  47120 SELANGOR",,03 - 80608910
winnie.ooi@vme.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14147&sid=173F7398E0781759EDF762C321FB4050,VME MATERIAL HANDLING SDN BHD,LOT 6022 JALAN BUKIT KEMUNING  SHAH ALAM 40460 SELANGOR,,03 - 51621018
tsc@bkzbikerz.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12729&sid=D76923DC6E9178E1E5897DDD39FC8F02,BKZ MOTORS SDN BHD,"1, JALAN BP 4/9 BANDAR BUKIT PUCHONG PUCHONG 47120 SELANGOR",,03 - 80609090
kevinwhs@thousand.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9479&sid=84552133D7BE26A037EFE0225848E637,THOUSAND SUPPLIES SDN BHD,5 JALAN SB JAYA 15 TAMAN INDUSTRI SUNGAI BULOH JAYA SG BULOH 47000 SELANGOR,,03 - 61423000
Kyototan@Netscape.Net,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12913&sid=FE39F4EDE8E722E6E5160E18B0F06F24,KYOTO AUTO MANUFACTURERS SDN BHD,1 & 1A JALAN IPOH KECIL  50350 KUALA LUMPUR,,03 - 40411455
admin@smartxs.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15552&sid=ACBC6ABE0F4CD85CC032ED7CA221F877,SMART XS CONSULTANT SDN BHD,"6 A, JALAN TUN MOHD FUAD 2 TAMAN TUN DR ISMAIL  60000 KUALA LUMPUR",,03 - 77255780
astral.eng@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43733&sid=80231439171487298AE7356E160CED38,ASTRAL ENGINEERING RESOURCES SDN BHD,"LOT 5814, JALAN SIBU NEW INDUSTRI AREA, PHASE 1 TAMAN TUNKU ABDUL RAHMAN 98000 SARAWAK",,085 - 471671
mohabib.marketing@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53558&sid=99F8AF7187BB38902F323CD45BA86F64,MOHABIB MARKETING,A-4-10 SRI ALAM CONDO KESAAS JALAN 13/1 SHAH ALAM 40100 SELANGOR,,03 - 55133302
kyyap@amicigroup.net,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44565&sid=09815984632D904DA82679CF0812FDAA,AMICI SDN BHD,"11, JALAN DBP 1 DOLOMITE BUSINESS PARK TAMAN SRI BATU CAVES 68100 SELANGOR",,03 - 61898188
jensonlai@goodwayrubber.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14937&sid=D4FC6F7CC3957E438BDEAF023F357A3D,BIGWHEEL OTR SDN BHD (FORMERLY KNOWN AS PERPETUAL CALIBRE SDN BHD),"A-20-1, NORTHPOINT OFFICES MID VALLEY CITY 1, MEDAN SYED PUTRA UTARA 59200 KUALA LUMPUR",,03 - 22849322
rajdev@dag.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4759&sid=669DF05B1DA7018130247D6B186351B6,DAG ELECTROPHONIC SDN BHD,"29, JALAN TP7/7 SIME-UEP INDUSTRIAL PARK SECTION 26, SHAH ALAM 40400 SELANGOR",,03 - 51927828
hr-auto@wawasantkh.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14189&sid=DFC349CB016736772F3F4A3B085CE10F,TKH AUTO PARTS SDN BHD,"31, LORONG JALA 14/KS 10 TELOK GONG PELABUHAN KLANG 42000 SELANGOR",,03 - 31341168
vicson@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46572&sid=5DE5DECFC905F6E10A4E1EE96DAFE242,VICSON SDN BHD,"14, JALAN TEMBAGA SD 5/2 BANDAR SRI DAMANSARA KEPONG 52200 KUALA LUMPUR",,03 - 62746563
npleakless@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2474&sid=4842270086BAE7C2E2FD020282A47B57,NP LEAKLESS (M) SDN BHD,"138, JALAN TIMUR 2 KAW PERUSAHAAN MERGONG BARRAGE FASA 2B, ALOR SETAR 05150 KEDAH",,04 - 7330116
info@yuubi.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13935&sid=B657919819D146FBA6BDA795D9857065,YUUBI INTERNATIONAL SDN BHD,"BANGUNAN YUUBI 69, JALAN SJ1, TAMAN SETIA JAYA RAWANG 48000 SELANGOR",,03 - 60918996
alantoh@prestar.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37163&sid=A69029C58C955F2E116949975E82059F,PRESTAR PRECISION TUBE SDN BHD,"LOT 1298 RAWANG INDUSTRIAL ESTATE 16 ½ MILES, JALAN IPOH RAWANG 48000 SELANGOR",,03 - 60925200
inquiry.pn@epmb.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50678&sid=B4B4492294815651D1111F92B80939E6,PESAKA NURI (M) SDN BHD,"LOT 1403,1406 & 1409 BATU 29, JALAN IPOH BATANG KALI, HULU SELANGOR 44300 SELANGOR",,03 - 60751728
cathay@cathaymotor.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41146&sid=A913EA4D3F95F28C544A4C71EDDF33A7,CATHAY BEARINGS SDN BHD,"25, PERSIARAN INDUSTRI BANDAR SRI DAMANSARA  52200 KUALA LUMPUR",,03 - 62723300
gotechnology@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58368&sid=8478F2ACFB9E7FEFA48C669077EE6C70,KEJURUTERAAN GO-TECHNOLOGY SDN BHD,"PUSAT PERDAGANGAN PUCHONG PRIMA A-03-03, BLOCK A, JALAN PRIMA 5/5 PERSIARAN PRIMA UTAMA, TAMAN PUCHONG PRIMA, PUCHONG 47150 SELANGOR",,03 - 80608737
sales@dk-schweizer.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9002&sid=4269F2BFDD8C33BB6ADF1B325CF9E743,DK LEATHER SEATS SDN BHD,"4, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA PUCHONG 47100 SELANGOR",,03 - 80626688
sharon@flexdeal.net,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9333&sid=977F240FDFF9431C94B000C7D853A261,FLEXDEAL VENTURE SDN BHD,3B-29-08 N-PARK JALAN BATU UBAN GELUGOR 11700 PULAU PINANG,,012 - 4111899
bfbmal@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6392&sid=5A6F99CF0A4B18D3CA5231616B8F4C36,BEST FORM BRAKE MANUFACTURE SDN BHD,"29 & 31, JALAN BJ 6 TMN PERINDUSTRIAN BELMAS JOHAN RAWANG 48000 SELANGOR",,03 - 60933648
fbkmal@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10454&sid=3A92FB97511CFA107099E4280C99B510,FBK SYSTEMS SDN BHD,"PT 5815, JALAN PADANG GAJAH TAMAN PERINDUSTRIAN TAMBAK JAWA MUKIM JERAM 45800 SELANGOR",,03 - 32501818
hanafiah1977@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13292&sid=51546B36193F2DD56EC9A58F4042C9CF,MCIS SAFETY GLASS SDN BHD,"LOT 1, LORONG SENAWANG 2/1 SENAWANG INDUSTRIAL ESTATE SEREMBAN 70450 NEGERI SEMBILAN",,06 - 6775367
jillian@lokcoint.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14094&sid=AE323E05F7CF8A457E51AAA56C98B183,LOKCO MARKETING (M) SDN BHD,"22, JALAN 2/17 TAMAN FADASON OFF JALAN KEPONG  52000 KUALA LUMPUR",,03 - 62501211
andrew@wpsb.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7558&sid=CCCAB3FAB7329B27C0FEA09DA2A4F4DE,WILAYAH PRODUCTS SDN BHD,"10-12-G, SIN HEAP LEE BUSINESS CENTRE, JLN SR 8/3 TAMAN PUTRA INDAH, OFF JLN SERDANG RAYA, SERI KEMBANGAN 43300 SELANGOR",,03 - 89433813
info@seasia.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59347&sid=404617FCD18FC0B969CB7E7112E5498F,SE ASIA SPRING INDUSTRIES AND TRADING SDN BHD,"65 JALAN VILLARAYA 1/2 VILLARAYA INDUSTRIAL PARK 1 PEKAN BATU 23, JALAN SG LALANG, SEMENYIH 43500 SELANGOR",,03 - 87242100
jennifer_ooi@oshgroup.net,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59983&sid=A3221F0D88179E03E3B3ACD3015134D9,OOI SOON HUAT INDUSTRIES SDN BHD,"55A, (1ST FLOOR) JALAN PERAI JAYA 5 BANDAR PERAI JAYA 13600 PULAU PINANG",,04 - 5072518
mgventures@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57035&sid=2FE7A8D622EF3DE101DCED478F3B6A0B,MAQNA GLOKAL VENTURES SDN BHD,"27, JALAN APOLLO U5/190 BANDAR PINGGIRAN SUBANG SECTION U5, SHAH ALAM 40150 SELANGOR",,03 - 78439525
info@acoustic.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2378&sid=85F2D739DFE99528A97B779FCCF6C658,ACOUSTIC INDUSTRY SDN BHD,"2 & 4, JALAN KENCANA 20 LIGHT INDUSTRIAL AREA TAMAN KENCANA, CHERAS 56100 KUALA LUMPUR",,03 - 42920432
egtechswk@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60116&sid=0848197C9A552BCECBFB656F9AEBA11A,ECO-GREEN TECHNOLOGY,"LOT 9705, 3RD FLOOR, SECTION 64 JALAN PENDING KUCHING 93450 SARAWAK",,082 - 331284
muhazli@sukimilube.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51463&sid=D469CA70518EB6CAFA09B0D187EF0BC4,SUKIMI LUBE (M) SDN BHD,"1, JLN SAUJANA INDAH 10 TMN PERINDUSTRIAN SAUJANA INDAH SHAH ALAM 40150 SELANGOR",,03 - 78422170
sales@lotusplug.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13656&sid=AAABA205064EFC650031EAFC3A42C596,LOTUS SPARK PLUGS INDUSTRIES SDN BHD,"29 & 31, JALAN WIRA 8 TAMAN TAN SRI YACOB SKUDAI 81300 JOHOR",,07 - 5121161
alan@plc-hypernet.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60771&sid=04E8DCE4AEEC5B799136F69CEEC7F448,PLC HYPERNET (M) SDN BHD,"SUITE 28-06, LEVEL 28 CENTRO MALL, 8, JALAN BATU 3 LAMA KLANG 41300 SELANGOR",,03 - 33417896
export@beltongroup.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2445&sid=E0F7D4FC7FF78BBFF16166B60B126940,KUMPULAN BELTON BERHAD,LOT 10 SG SIPUT LIGHT INDUSTRIAL ESTATE SG SIPUT (U) 31100 PERAK,,05 - 5982611
sales@vimake.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58555&sid=2E3C2954C764369A7DB151E0D675192B,VIMAKE AUTO CARE SDN BHD,11A JALAN UTAMA 1/15 TAMAN PERINDUSTRIAN PUCHONG UTAMA 47100 SELANGOR,,03 - 80609663
ptm@protec-corp.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61330&sid=BB20848CB836C3DB1043B3BA9A8945A8,PRO-TEC AUTOMOBILE ELECTRIC PARTS SDN BHD,"8, JALAN APOLLO U5/196 SECTION U5 BANDAR PINGGIRAN SUBANG 40150 SELANGOR",,03 - 78458995
masterpositionsumo@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=49409&sid=4759A5D7C5EC68041FD7A71BF4F4DBA6,SUMO INTERNATIONAL SDN BHD,"7&9, JALAN TIB 1/13 TAMAN INDUSTRI BOLTON  68100 SELANGOR",,03 - 61856932
info@infinitefilter.net,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60884&sid=67D0283D597FF449DDF550C3E717DA0C,RENOL TECH INDUSTRY SDN BHD,"7, JALAN KPK 1/5 KUNDANG INDUSTRIES PARK RAWANG 48020 SELANGOR",,03 - 60345561
kentng23@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42764&sid=83229191A9BA8F538D02A662C0AD59EC,KENMARC UNITED SDN BHD,"22-B, JALAN KS3A, PERSIARAN KINRARA, SEKSYEN 3 PUCHONG 47100 SELANGOR",,03 - 80708381
fadzil@beltonaxle.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61601&sid=255D30CEAF9D6A5F03D983924E0562B7,BELTON AXLE COMPONENTS SDN BHD,"LOT 23,SUNGAI SIPUT LIGHT INDUSTRIAL ESTATE SUNGAI SIPUT (U) PERAK 31100 PERAK",,05 - 5973290
topsecretjpn@ymail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61411&sid=1E60F44D0301E5E7201CEE8A0BA364BC,TOP SECRET PERFORMANCE AUTOMOTIVE SERVICE,"21, JALAN PJU 3/45 SUNWAY DAMANSARA PETALING JAYA 47810 SELANGOR",,012 - 6068802
ibrahim@nakazawa.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15578&sid=FA9DDD3F0DA9EBE27119448B9EE3F51F,NAKAZAWA DIE CASTING (M) SDN BHD,"LOT 46910, BLOCK D TAMAN PERINDUSTRIAN SELAYANG BATU CAVES 68100 SELANGOR",,03 - 61370223
asimetools@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54886&sid=90FBC17BB638BA1F2B6635FC1B5F0DF7,ASIME TOOLS SDN BHD,"32-A, JALAN BP 6/6 BANDAR BUKIT PUCHONG  47120 SELANGOR",,03 - 80653871
eddie@plasform.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7597&sid=67C184FAFB732BDD5F183811E0F5746F,PLASFORM SDN BHD,"31-37, JALAN ASA 8 TAMAN ASA JAYA LIGHT INDUSTRIAL AREA KAJANG 43000 SELANGOR",,03 - 87373170
terrance@topmarcpetroleum.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50746&sid=3579D8A1EE08B12E84D10E127E02079E,TOPMARC PETROLEUM SDN BHD,"61, JALAN WAN MANILI 1 BANDAR BARU SRI PETALING SRI PETALING 57000 KUALA LUMPUR",,03 - 90565977
sclee@empicocoating.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37293&sid=43489F58EF3BF30B54BE63A001C97094,EMPICO COATING SDN BHD,14 JALAN TS 6/6 TAMAN INDUSTRI SUBANG SUBANG JAYA 47510 SELANGOR,,03 - 56377318
inquiry@veheng.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15246&sid=B90D9B6E324840D60E9C685FBBB68550,VEHENG GLOBAL TRADERS SDN BHD,"LOT 25, JLN 4/32A MUKIM BATU INDUSTRIAL ESTATE 6 1/2 MILE, OFF JALAN KEPONG 52000 KUALA LUMPUR",,03 - 62525209
pacheappan@dsxdot.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50886&sid=7E7C533122C5F4FB628166CC9F1DD4E6,DOUBLE SITE MARKETING SDN BHD,"LOT 825, JLN SG KOROK MUKIM JITRA  06000 KEDAH",,04 - 9163876
esther@shglobal.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12689&sid=49E0AFF7A3CA7C7D91BD96A16FF1D52F,ALLIED FLOURISH SDN BHD,"LOT 5332, JALAN P 2/1 SECTION 2, BANDAR TEKNOLOGI KAJANG KM 29, SEMENYIH 43500 SELANGOR",,03 - 87231811
aisbgl@toyota.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3449&sid=7B9460D088B2C0DF992C953E62A0DAC2,AUTOMOTIVE INDUSTRIES SDN BHD,"LOT 9,  JALAN PUCHONG SECTION 22,  LION INDUSTRIAL PARK SHAH ALAM 40300 SELANGOR",,03 - 51918487
aldrinhusni@modenas.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6515&sid=5ADA1744F777A268711A0F15A91162E7,MOTOSIKAL DAN ENJIN NASIONAL SDN BHD (MODENAS),KAW PERUSAHAAN GURUN GURUN  08300 KEDAH,,604 - 4668000
ubtech2004@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43961&sid=C01B03E56C920E47B5EB61F61AE03601,UNIVERSAL BRILLIANT TECHNOLOGY SDN BHD,"47, JALAN BP 5/5 BANDAR BUKIT PUCHONG PUCHONG 47110 SELANGOR",,03 - 80621326
hanaanumuduenterprise@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56548&sid=49FCA117DF26EAECA8187570DCFD47C2,HANA ANUMUDU ENTERPRISE SDN BHD,"B8, GROUND FLOOR CMC CENTRE, JALAN CERDAS TAMAN CONNAUGHT 56000 KUALA LUMPUR",,03 - 91072246
poalyik@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4596&sid=E59346D8A0AF05EBDB7A50FD5F8C8CF8,MASTER J-Y AUTOMATIVE RUBBER & METAL,"NO. 70GM, JALAN SBC 3 TAMAN SRI BATU CAVES BATU CAVES 68100 SELANGOR",,03 - 61873318
enquiry@upeca.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30283&sid=27F75A49A39DBB8219373B672576645C,UPECA VALVE AUTOMATION SDN BHD,"67, JALAN P10/21 SECTION 10 BANDAR BARU BANGI 43650 SELANGOR",,03 - 80757363
powersaver@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8331&sid=606BED51A030C044A5AF5CAFE1C2A7F2,MLM VISION ENTERPRISE,"44, JALAN JERAI MAJU 8 TAMAN JERAI MAJU GURUN 08300 KEDAH",,04 - 4682468
sssak@wengzheng.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11673&sid=6D3E5DEFD969CA3C434E0ACB573D9C6D,WENG ZHENG SDN BHD,"LOT 1890, JALAN KPB 9 KAW PERINDUSTRIAN BALAKONG SERI KEMBANGAN 43000 SELANGOR",,03 - 89622228
info@mercurypaints.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4961&sid=30069AC7849D6F514D86776C5C381AD7,MERCURY PAINTS FACTORY SDN BHD,"LOT 10, JALAN PERUSAHAAN 4 BATU CAVES INDUSTRIAL ESTATE BATU CAVES 68100 SELANGOR",,03 - 61887010
mas@kym.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33515&sid=5FA3530144E5731FB6EFD7A1E7963BEF,J.K. SUMI WIRE HARNESS SDN BHD,"9, JALAN FIRMA 2/2 KAW PERINDUSTRIAN TEBRAU 1 JOHOR BAHRU 81100 JOHOR",,03 - 26922923
hhaircond@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61996&sid=C32E6CAE408F38F21BD0F3E09C91FDDC,HONG HWA AIR COND PARTS & HARDWARE TRADING,"17, JALAN METRO PERDANA TIMUR 10 KEPONG ENTREPRENEUR'S PARK KEPONG 52100 KUALA LUMPUR",,03 - 62594395
admin@redquattro.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62238&sid=FE8CE95481F8E4648188AED9953854D1,RED QUATTRO SDN BHD,B-1-17 BLOCK B MERCHANT SQUARE JALAN TROPICANA SELATAN PETALING JAYA 47410 SELANGOR,,03 - 78871841
3season@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34025&sid=DC6070E65F56B787AF2BACD9C4643B22,THREE SEASONS ENTERPRISE,"5, JALAN SS 5C/4 KELANA JAYA PETALING JAYA 47301 SELANGOR",,012 - 3827216
Sales@flexipad.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60446&sid=2B23195951EA59E337D5CA2B8BE867EB,POMAC (M) SDN BHD,"34, JALAN 12/32B , TSI BUSINESS INDUSTRIAL PARK BT 6 1/2 OFF JALAN KEPONG 52000 KUALA LUMPUR",,03 - 62591228
moghaan@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35894&sid=8C22B1BD2216F9B5623E8531358DD4FC,AUSTRAL-POINT SDN BHD,"SUITE 506, 3RD FLOOR BLOCK A GLOMAC BUSINESS CENTRE, JALAN SS 6/1 KELANA JAYA, PETALING JAYA 47301 SELANGOR",,03 - 78036141
thongshengengineering@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59002&sid=9F38EFAE562A277ABDF4872187025007,THONG SHENG ENGINEERING SDN BHD,"8 & 10, LORONG INDUSTRI RINGAN PERMATANG TINGGI 1 KAW INDUSTRI RINGAN PERMATANG TINGGI SIMPANG AMPAT 14100 PULAU PINANG",,04 - 5075887
communications@simedarby.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9124&sid=85134A5AC8D7F2E820F697B37BA36748,SIME DARBY BERHAD,19TH FLOOR WISMA SIME DARBY JALAN RAJA LAUT 50350 KUALA LUMPUR,,03 - 26914122
akarbinastrategik1@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63910&sid=608E89BF85A81331F035F93A775EC598,AKAR BINA STRATEGIK SDN BHD,"9-3B, JALAN BANDAR 1 PUSAT BANDAR PUCHONG PUCHONG 47160 SELANGOR",,03 - 58851247
justin@turbocool.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14284&sid=D34B58502F55CB6EA08644E88EAF2A97,TURBO VICTORY SDN BHD,"498, 3RD MILE JALAN IPOH  51200 KUALA LUMPUR",,03 - 40419328
bhc692@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34237&sid=A01B88ED60C4BF612EA5382519D1A9AF,SUN POINT AUTO SDN BHD,"57 & 59, JALAN PEREPAT 27/95 SECTION 27 SHAH ALAM 40400 SELANGOR",,03 - 51926006
madetill_malaysia@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3610&sid=956B3FAF6FC903F99A858D4D89CD600C,MADETILL (M) SDN BHD,"6, JALAN 1/7 TAMAN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR",,03 - 89614834
mail@numac.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64473&sid=D268CEE3B233704AF006A0F7CE93AC25,NUMAC MACHINERY SDN BHD,"40, JALAN PETALING UTAMA 3, TMN PETALING UTAMA, JALAN KLANG LAMA  46000 SELANGOR",,03 - 77838188
info@martech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15917&sid=468B9F813DFCDB538953F89B1E48006A,MAR TECH SDN BHD,"20, JALAN JASA MERDEKA 2 TAMAN DATUK TAMBY CHIK KARIM  75350 MELAKA",,06 - 3172098
razif@motor-teknologi-industri.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9718&sid=5D1D57D13B339A128BED95AA4672A6AC,MOTOR TEKNOLOGI & INDUSTRI SDN BHD,"LOT 65, TAMAN INDUSTRI INTEGRASI RAWANG JALAN INDUSTRI 2/5 RAWANG 48000 SELANGOR",,03 - 60928162
mohdnajib@naza.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64696&sid=2605EE4E880F204483CF489885FE98EA,NAZA EFTRA TRADING SDN BHD,NAZA AUTOMALL LOT 1 JALAN 51A/221 46100 SELANGOR,,03 - 79603460
syed@peccaleather.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10377&sid=D3867CB1D23D8B8C0CC6001F7258F72C,PECCA LEATHER SDN BHD,"1,  JALAN PERINDUSTRIAN DESA AMAN 1A INDUSTRY DESA AMAN KEPONG 52200 KUALA LUMPUR",,03 - 62751800
salmah@bloxwich.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6708&sid=5DE1FA53C008C1257D5F29BDA2A25485,BLOXWICH (MALAYSIA) SDN BHD,"LOT 31, SERI ISKANDAR TECHNOLOGY PARK BOTA  32600 PERAK",,05 - 3711516
chookimsoon@chookimsoon.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6922&sid=E87A88F140B159E19641AE83A21533FF,CHOO KIM SOON PLASTIC MANUFACTURING SDN BHD,"22-28, JALAN BAKAWALI 59 TAMAN JOHOR JAYA JOHOR BAHRU 81100 JOHOR",,07 - 3544477
amiqa2000@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48769&sid=11FA2BC13D268628195F7B478905C497,AMR INTELLISYS SDN BHD,"SATELLITE INCUBATOR SIRIM BERHAD, KAW MIEL LOT 20.33, JLN BEREMBAN 15/12 SECTION 15, SHAH ALAM 40000 SELANGOR",,03 - 55231526
remen@rgfibre.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7937&sid=FB07DA0E5D0A2D9E41D281FDF815299E,RG FIBRE INDUSTRIES SDN BHD,"9, JALAN UTARID U5/11 BANDAR PINGGIRAN SUBANG, SECTION U5 SHAH ALAM 40150 SELANGOR",,03 - 78471735
